2019-05-19 18:19:11
sign_sgd_majority_two-point_log-reg_var-step_20_1,0_1
it: 67, loss: 22555.17753462244, stepsize: 0.12216944435630522
it: 68, loss: 22476.525112825435, stepsize: 0.12126781251816648
it: 69, loss: 22398.59950357038, stepsize: 0.1203858530857692
it: 70, loss: 22321.43418296284, stepsize: 0.11952286093343936
it: 71, loss: 22244.88753793598, stepsize: 0.11867816581938533
it: 72, loss: 22169.070796664957, stepsize: 0.11785113019775793
it: 73, loss: 22093.9216551305, stepsize: 0.11704114719613057
it: 74, loss: 22019.473550934046, stepsize: 0.11624763874381928
it: 75, loss: 21945.636734278363, stepsize: 0.11547005383792514
it: 76, loss: 21872.4552817324, stepsize: 0.11470786693528087
it: 77, loss: 21799.923640692406, stepsize: 0.11396057645963795
it: 78, loss: 21727.884306603268, stepsize: 0.11322770341445956
it: 79, loss: 21656.471069444742, stepsize: 0.1125087900926024
it: 80, loss: 21585.665043162426, stepsize: 0.11180339887498948
it: 81, loss: 21515.401567086923, stepsize: 0.1111111111111111
it: 82, loss: 21445.743983190358, stepsize: 0.11043152607484653
it: 83, loss: 21376.634207456922, stepsize: 0.10976425998969035
it: 84, loss: 21308.109323300007, stepsize: 0.1091089451179962
it: 85, loss: 21240.043071167936, stepsize: 0.10846522890932808
it: 86, loss: 21172.54231691193, stepsize: 0.10783277320343841
it: 87, loss: 21105.583926515086, stepsize: 0.10721125348377948
it: 88, loss: 21039.07416347896, stepsize: 0.10660035817780521
it: 89, loss: 20973.089005487574, stepsize: 0.105999788000636
it: 90, loss: 20907.633445299558, stepsize: 0.10540925533894598
it: 91, loss: 20842.587319378537, stepsize: 0.10482848367219183
it: 92, loss: 20778.087602391246, stepsize: 0.10425720702853739
it: 93, loss: 20713.9825539917, stepsize: 0.10369516947304253
it: 94, loss: 20650.40801090427, stepsize: 0.10314212462587934
it: 95, loss: 20587.21416435548, stepsize: 0.10259783520851541
it: 96, loss: 20524.53573169818, stepsize: 0.10206207261596577
it: 97, loss: 20462.224759482302, stepsize: 0.10153461651336192
it: 98, loss: 20400.414864274517, stepsize: 0.10101525445522107
it: 99, loss: 20338.95987698883, stepsize: 0.10050378152592121
it: 100, loss: 20277.992331832145, stepsize: 0.1
it: 101, loss: 20217.367778016895, stepsize: 0.09950371902099892
it: 102, loss: 20157.21768549757, stepsize: 0.09901475429766744
it: 103, loss: 20097.43849310948, stepsize: 0.09853292781642932
it: 104, loss: 20038.01122137475, stepsize: 0.09805806756909202
it: 105, loss: 19978.994827101025, stepsize: 0.09759000729485333
it: 106, loss: 19920.390711356922, stepsize: 0.09712858623572641
it: 107, loss: 19862.147479137173, stepsize: 0.09667364890456635
it: 108, loss: 19804.28085293868, stepsize: 0.09622504486493763
it: 109, loss: 19746.777238014987, stepsize: 0.09578262852211514
it: 110, loss: 19689.670620504952, stepsize: 0.09534625892455924
it: 111, loss: 19632.856071204656, stepsize: 0.0949157995752499
it: 112, loss: 19576.45896250208, stepsize: 0.0944911182523068
it: 113, loss: 19520.345025507926, stepsize: 0.09407208683835973
it: 114, loss: 19464.6084251604, stepsize: 0.0936585811581694
it: 115, loss: 19409.20686078876, stepsize: 0.09325048082403138
it: 116, loss: 19354.17324347871, stepsize: 0.09284766908852593
it: 117, loss: 19299.406332580107, stepsize: 0.09245003270420485
it: 118, loss: 19245.02834983311, stepsize: 0.09205746178983235
it: 119, loss: 19190.909306725895, stepsize: 0.09166984970282113
it: 120, loss: 19137.140934253122, stepsize: 0.09128709291752768
it: 121, loss: 19083.683075655994, stepsize: 0.09090909090909091
it: 122, loss: 19030.567591912924, stepsize: 0.09053574604251853
it: 123, loss: 18977.696635341188, stepsize: 0.09016696346674323
it: 124, loss: 18925.189401765692, stepsize: 0.08980265101338746
it: 125, loss: 18872.919875402145, stepsize: 0.08944271909999159
it: 126, loss: 18821.006352508648, stepsize: 0.0890870806374748
it: 127, loss: 18769.35842779893, stepsize: 0.08873565094161139
it: 128, loss: 18718.01164837488, stepsize: 0.08838834764831843
it: 129, loss: 18666.96811627042, stepsize: 0.08804509063256238
it: 130, loss: 18616.13808333954, stepsize: 0.08770580193070293
it: 131, loss: 18565.586786463657, stepsize: 0.0873704056661038
it: 132, loss: 18515.323321175012, stepsize: 0.08703882797784893
it: 133, loss: 18465.33739589394, stepsize: 0.086710996952412
it: 134, loss: 18415.64928481293, stepsize: 0.08638684255813601
it: 135, loss: 18366.244854179044, stepsize: 0.08606629658238704
it: 136, loss: 18317.066976887752, stepsize: 0.08574929257125441
it: 137, loss: 18268.125075675518, stepsize: 0.0854357657716761
it: 138, loss: 18219.498344101485, stepsize: 0.08512565307587486
it: 139, loss: 18171.10196749037, stepsize: 0.08481889296799709
it: 140, loss: 18122.94845042136, stepsize: 0.08451542547285165
it: 141, loss: 18075.020152762303, stepsize: 0.0842151921066519
it: 142, loss: 18027.395392355942, stepsize: 0.08391813582966891
it: 143, loss: 17979.957901862395, stepsize: 0.08362420100070908
it: 144, loss: 17932.818382121255, stepsize: 0.08333333333333333
it: 145, loss: 17885.861511074014, stepsize: 0.08304547985373997
it: 146, loss: 17839.1972349627, stepsize: 0.0827605888602368
it: 147, loss: 17792.711143121986, stepsize: 0.08247860988423225
it: 148, loss: 17746.51245402967, stepsize: 0.08219949365267865
it: 149, loss: 17700.487632221426, stepsize: 0.08192319205190406
it: 150, loss: 17654.74519802728, stepsize: 0.08164965809277261
it: 151, loss: 17609.172452683997, stepsize: 0.08137884587711594
it: 152, loss: 17563.877250562477, stepsize: 0.08111071056538127
it: 153, loss: 17518.747689177486, stepsize: 0.08084520834544433
it: 154, loss: 17473.865055221933, stepsize: 0.08058229640253803
it: 155, loss: 17429.19592460875, stepsize: 0.08032193289024989
it: 156, loss: 17384.769240853515, stepsize: 0.08006407690254357
it: 157, loss: 17340.53135380218, stepsize: 0.07980868844676221
it: 158, loss: 17296.495838337283, stepsize: 0.079555728417573
it: 159, loss: 17252.675927757038, stepsize: 0.07930515857181442
it: 160, loss: 17209.054563559308, stepsize: 0.07905694150420949
it: 161, loss: 17165.614335053288, stepsize: 0.07881104062391006
it: 162, loss: 17122.404347884087, stepsize: 0.07856742013183861
it: 163, loss: 17079.392302300632, stepsize: 0.07832604499879574
it: 164, loss: 17036.606562234145, stepsize: 0.07808688094430304
it: 165, loss: 16993.964601651118, stepsize: 0.0778498944161523
it: 166, loss: 16951.570442533157, stepsize: 0.07761505257063328
it: 167, loss: 16909.31679936414, stepsize: 0.07738232325341368
it: 168, loss: 16867.307203827822, stepsize: 0.07715167498104596
it: 169, loss: 16825.46452839442, stepsize: 0.07692307692307693
it: 170, loss: 16783.803208787147, stepsize: 0.07669649888473704
it: 171, loss: 16742.30562977926, stepsize: 0.07647191129018725
it: 172, loss: 16701.019972376856, stepsize: 0.07624928516630233
it: 173, loss: 16659.915488518935, stepsize: 0.07602859212697055
it: 174, loss: 16619.019502566287, stepsize: 0.07580980435789034
it: 175, loss: 16578.251988201602, stepsize: 0.07559289460184544
it: 176, loss: 16537.71448204135, stepsize: 0.07537783614444091
it: 177, loss: 16497.33142472176, stepsize: 0.07516460280028289
it: 178, loss: 16457.11766404628, stepsize: 0.07495316889958614
it: 179, loss: 16417.055546727435, stepsize: 0.07474350927519359
it: 180, loss: 16377.217019747683, stepsize: 0.07453559924999299
it: 181, loss: 16337.498818346192, stepsize: 0.07432941462471664
it: 182, loss: 16298.001092254066, stepsize: 0.07412493166611012
it: 183, loss: 16258.621155593923, stepsize: 0.07392212709545729
it: 184, loss: 16219.458660021195, stepsize: 0.07372097807744857
it: 185, loss: 16180.411490305765, stepsize: 0.07352146220938077
it: 186, loss: 16141.57880579653, stepsize: 0.07332355751067665
it: 187, loss: 16102.859052891918, stepsize: 0.07312724241271307
it: 188, loss: 16064.350905152429, stepsize: 0.07293249574894728
it: 189, loss: 16025.98093657304, stepsize: 0.07273929674533079
it: 190, loss: 15987.764688137488, stepsize: 0.07254762501100116
it: 191, loss: 15949.68425390881, stepsize: 0.07235746052924216
it: 192, loss: 15911.785726673812, stepsize: 0.07216878364870323
it: 193, loss: 15874.041639458546, stepsize: 0.07198157507486945
it: 194, loss: 15836.452720286465, stepsize: 0.07179581586177382
it: 195, loss: 15799.170162611183, stepsize: 0.0716114874039433
it: 196, loss: 15761.872853445915, stepsize: 0.07142857142857142
it: 197, loss: 15724.704473163492, stepsize: 0.07124704998790965
it: 198, loss: 15687.734326214144, stepsize: 0.07106690545187015
it: 199, loss: 15650.864118177647, stepsize: 0.07088812050083358
it: 200, loss: 15614.165747136192, stepsize: 0.07071067811865475
it: 201, loss: 15577.639571193959, stepsize: 0.07053456158585983
it: 202, loss: 15541.229993023704, stepsize: 0.07035975447302918
it: 203, loss: 15504.969173270447, stepsize: 0.07018624063435965
it: 204, loss: 15468.822962456697, stepsize: 0.07001400420140048
it: 205, loss: 15432.844645347821, stepsize: 0.06984302957695782
it: 206, loss: 15397.031293033579, stepsize: 0.06967330142916177
it: 207, loss: 15361.310223598755, stepsize: 0.06950480468569159
it: 208, loss: 15325.751912577622, stepsize: 0.06933752452815364
it: 209, loss: 15290.33137186791, stepsize: 0.06917144638660747
it: 210, loss: 15255.067225644056, stepsize: 0.06900655593423542
it: 211, loss: 15219.88652109014, stepsize: 0.06884283908215143
it: 212, loss: 15184.860154292548, stepsize: 0.06868028197434452
it: 213, loss: 15149.948580963144, stepsize: 0.06851887098275317
it: 214, loss: 15115.193946370297, stepsize: 0.06835859270246633
it: 215, loss: 15080.563675466183, stepsize: 0.06819943394704735
it: 216, loss: 15046.037926432662, stepsize: 0.06804138174397717
it: 217, loss: 15011.648803171696, stepsize: 0.06788442333021306
it: 218, loss: 14977.38495532492, stepsize: 0.06772854614785964
it: 219, loss: 14943.269696336652, stepsize: 0.06757373783994859
it: 220, loss: 14909.251298902784, stepsize: 0.06741998624632421
it: 221, loss: 14875.333714405799, stepsize: 0.06726727939963124
it: 222, loss: 14841.583935006038, stepsize: 0.06711560552140243
it: 223, loss: 14807.908704438685, stepsize: 0.06696495301824251
it: 224, loss: 14774.399428566629, stepsize: 0.0668153104781061
it: 225, loss: 14740.963312493444, stepsize: 0.06666666666666667
it: 226, loss: 14707.69133992566, stepsize: 0.06651901052377393
it: 227, loss: 14674.491170528614, stepsize: 0.0663723311599972
it: 228, loss: 14641.45337139505, stepsize: 0.06622661785325219
it: 229, loss: 14608.486050285272, stepsize: 0.06608186004550898
it: 230, loss: 14575.679362940673, stepsize: 0.0659380473395787
it: 231, loss: 14542.941859052798, stepsize: 0.0657951694959769
it: 232, loss: 14510.34053123733, stepsize: 0.06565321642986127
it: 233, loss: 14477.852586619441, stepsize: 0.06551217820804184
it: 234, loss: 14445.480042400062, stepsize: 0.06537204504606134
it: 235, loss: 14413.235987506872, stepsize: 0.06523280730534423
it: 236, loss: 14381.090820650868, stepsize: 0.06509445549041194
it: 237, loss: 14349.039250452706, stepsize: 0.06495698024616309
it: 238, loss: 14317.10425646397, stepsize: 0.06482037235521644
it: 239, loss: 14285.280328949575, stepsize: 0.06468462273531508
it: 240, loss: 14253.56223138922, stepsize: 0.06454972243679027
it: 241, loss: 14221.930567218222, stepsize: 0.06441566264008308
it: 242, loss: 14190.449825891568, stepsize: 0.0642824346533225
it: 243, loss: 14159.03109799434, stepsize: 0.06415002990995841
it: 244, loss: 14127.761783972055, stepsize: 0.06401843996644799
it: 245, loss: 14096.553379845882, stepsize: 0.06388765649999399
it: 246, loss: 14065.492909335491, stepsize: 0.06375767130633382
it: 247, loss: 14034.515018978718, stepsize: 0.06362847629757777
it: 248, loss: 14003.638156803316, stepsize: 0.06350006350009525
it: 249, loss: 13972.842757149625, stepsize: 0.06337242505244779
it: 250, loss: 13942.170303655537, stepsize: 0.06324555320336758
it: 251, loss: 13911.585695301976, stepsize: 0.06311944030978031
it: 252, loss: 13881.122730541812, stepsize: 0.0629940788348712
it: 253, loss: 13850.768813682884, stepsize: 0.06286946134619315
it: 254, loss: 13820.483688286411, stepsize: 0.06274558051381586
it: 255, loss: 13790.300432347509, stepsize: 0.06262242910851495
it: 256, loss: 13760.239241386576, stepsize: 0.0625
it: 257, loss: 13730.27083637046, stepsize: 0.06237828615518053
it: 258, loss: 13700.381988439898, stepsize: 0.062257280636469035
it: 259, loss: 13670.584861515626, stepsize: 0.062136976600120006
it: 260, loss: 13640.910276081317, stepsize: 0.062017367294604234
it: 261, loss: 13611.318060250642, stepsize: 0.061898446059017294
it: 262, loss: 13581.84110882943, stepsize: 0.06178020632152154
it: 263, loss: 13552.416525113185, stepsize: 0.061662641597820735
it: 264, loss: 13523.127347468508, stepsize: 0.06154574548966636
it: 265, loss: 13493.889651317026, stepsize: 0.06142951168339512
it: 266, loss: 13464.786125547667, stepsize: 0.06131393394849658
it: 267, loss: 13435.733214449561, stepsize: 0.06119900613621046
it: 268, loss: 13406.81325832056, stepsize: 0.06108472217815261
it: 269, loss: 13377.94306907736, stepsize: 0.06097107608496923
it: 270, loss: 13349.204638993026, stepsize: 0.06085806194501846
it: 271, loss: 13320.51514670576, stepsize: 0.0607456739230787
it: 272, loss: 13291.956236715012, stepsize: 0.06063390625908324
it: 273, loss: 13263.445453796296, stepsize: 0.060522753266880246
it: 274, loss: 13235.064094628196, stepsize: 0.0604122093330177
it: 275, loss: 13206.774921323335, stepsize: 0.060302268915552716
it: 276, loss: 13178.515328373438, stepsize: 0.0601929265428846
it: 277, loss: 13150.356085660453, stepsize: 0.06008417681261097
it: 278, loss: 13122.321483976293, stepsize: 0.05997601439040672
it: 279, loss: 13094.367886560818, stepsize: 0.05986843400892496
it: 280, loss: 13066.45817743253, stepsize: 0.05976143046671968
it: 281, loss: 13038.642094712226, stepsize: 0.05965499862718936
it: 282, loss: 13010.942327979059, stepsize: 0.05954913341754137
it: 283, loss: 12983.267880733889, stepsize: 0.0594438298277764
it: 284, loss: 12955.729335690037, stepsize: 0.05933908290969266
it: 285, loss: 12928.215429011212, stepsize: 0.05923488777590923
it: 286, loss: 12900.836411395305, stepsize: 0.05913123959890826
it: 287, loss: 12873.520794232045, stepsize: 0.059028133610095526
it: 288, loss: 12846.260278049132, stepsize: 0.05892556509887897
it: 289, loss: 12819.062415118162, stepsize: 0.058823529411764705
it: 290, loss: 12791.99751101517, stepsize: 0.058722021951470346
it: 291, loss: 12764.955233179207, stepsize: 0.05862103817605492
it: 292, loss: 12738.04494758196, stepsize: 0.058520573598065284
it: 293, loss: 12711.156659380631, stepsize: 0.0584206237836986
it: 294, loss: 12684.379277208294, stepsize: 0.05832118435198043
it: 295, loss: 12657.663510561062, stepsize: 0.0582222509739582
it: 296, loss: 12631.05773542111, stepsize: 0.05812381937190964
it: 297, loss: 12604.516054088239, stepsize: 0.058025885318565944
it: 298, loss: 12578.017013246463, stepsize: 0.057928444636349226
it: 299, loss: 12551.620170373702, stepsize: 0.05783149319662402
it: 300, loss: 12525.274100320255, stepsize: 0.05773502691896257
it: 301, loss: 12498.986303258569, stepsize: 0.0576390417704235
it: 302, loss: 12472.825971742615, stepsize: 0.0575435337648436
it: 303, loss: 12446.723199376629, stepsize: 0.0574484989621426
it: 304, loss: 12420.669836479503, stepsize: 0.057353933467640436
it: 305, loss: 12394.673387402974, stepsize: 0.057259833431386825
it: 306, loss: 12368.802696027395, stepsize: 0.05716619504750295
it: 307, loss: 12342.949792007063, stepsize: 0.05707301455353496
it: 308, loss: 12317.204378444727, stepsize: 0.05698028822981897
it: 309, loss: 12291.511006196035, stepsize: 0.05688801239885743
it: 310, loss: 12265.924287908429, stepsize: 0.05679618342470648
it: 311, loss: 12240.392545975645, stepsize: 0.05670479771237427
it: 312, loss: 12214.939255106034, stepsize: 0.05661385170722978
it: 313, loss: 12189.566267519078, stepsize: 0.05652334189442215
it: 314, loss: 12164.200691164122, stepsize: 0.05643326479831003
it: 315, loss: 12138.965649362175, stepsize: 0.0563436169819011
it: 316, loss: 12113.737507976626, stepsize: 0.0562543950463012
it: 317, loss: 12088.588270388425, stepsize: 0.05616559563017304
it: 318, loss: 12063.547019358308, stepsize: 0.056077215409204434
it: 319, loss: 12038.53324751936, stepsize: 0.05598925109558543
it: 320, loss: 12013.595077184644, stepsize: 0.05590169943749474
it: 321, loss: 11988.708988896566, stepsize: 0.05581455721859476
it: 322, loss: 11963.923377396433, stepsize: 0.05572782125753528
it: 323, loss: 11939.189290715469, stepsize: 0.055641488407465724
it: 324, loss: 11914.554938117173, stepsize: 0.05555555555555555
it: 325, loss: 11889.933591038787, stepsize: 0.05547001962252291
it: 326, loss: 11865.430237798108, stepsize: 0.05538487756217113
it: 327, loss: 11840.939431072742, stepsize: 0.0553001263609331
it: 328, loss: 11816.565877198835, stepsize: 0.05521576303742327
it: 329, loss: 11792.204418576506, stepsize: 0.055131784641997125
it: 330, loss: 11767.959482291199, stepsize: 0.055048188256318034
it: 331, loss: 11743.76381766083, stepsize: 0.05496497099293127
it: 332, loss: 11719.60877158845, stepsize: 0.05488212999484517
it: 333, loss: 11695.540044397112, stepsize: 0.0547996624351191
it: 334, loss: 11671.511384928808, stepsize: 0.054717565516458275
it: 335, loss: 11647.568456668207, stepsize: 0.05463583647081531
it: 336, loss: 11623.665053620041, stepsize: 0.0545544725589981
it: 337, loss: 11599.846802680668, stepsize: 0.05447347107028433
it: 338, loss: 11576.067542626733, stepsize: 0.05439282932204212
it: 339, loss: 11552.335487317348, stepsize: 0.054312544659356844
it: 340, loss: 11528.716594880909, stepsize: 0.05423261445466404
it: 341, loss: 11505.107100152865, stepsize: 0.05415303610738823
it: 342, loss: 11481.610095975788, stepsize: 0.05407380704358752
it: 343, loss: 11458.122088204593, stepsize: 0.05399492471560388
it: 344, loss: 11434.745907746783, stepsize: 0.053916386601719206
it: 345, loss: 11411.378328896473, stepsize: 0.05383819020581655
it: 346, loss: 11388.10356606941, stepsize: 0.053760333057047034
it: 347, loss: 11364.873703852418, stepsize: 0.0536828127095019
it: 348, loss: 11341.736030146805, stepsize: 0.05360562674188974
it: 349, loss: 11318.643115824707, stepsize: 0.05352877275721892
it: 350, loss: 11295.5680680292, stepsize: 0.05345224838248487
it: 351, loss: 11272.573781298266, stepsize: 0.05337605126836238
it: 352, loss: 11249.652384620687, stepsize: 0.053300179088902604
it: 353, loss: 11226.774385399642, stepsize: 0.05322462954123495
it: 354, loss: 11203.986875600749, stepsize: 0.05314940034527339
it: 355, loss: 11181.206103004019, stepsize: 0.053074489243427524
it: 356, loss: 11158.533342464358, stepsize: 0.052999894000318
it: 357, loss: 11135.866960875266, stepsize: 0.05292561240249631
it: 358, loss: 11113.307986590517, stepsize: 0.05285164225816899
it: 359, loss: 11090.755038731717, stepsize: 0.05277798139692595
it: 360, loss: 11068.30890108314, stepsize: 0.05270462766947299
it: 361, loss: 11045.86844296339, stepsize: 0.05263157894736842
it: 362, loss: 11023.534205459282, stepsize: 0.052558833122763673
it: 363, loss: 11001.20530611655, stepsize: 0.0524863881081478
it: 364, loss: 10978.982045140368, stepsize: 0.052414241836095915
it: 365, loss: 10956.763786391139, stepsize: 0.052342392259021375
it: 366, loss: 10934.63278231468, stepsize: 0.05227083734893167
it: 367, loss: 10912.542042872885, stepsize: 0.052199575097188054
it: 368, loss: 10890.520260803494, stepsize: 0.05212860351426869
it: 369, loss: 10868.526046632098, stepsize: 0.052057920629535355
it: 370, loss: 10846.624844578246, stepsize: 0.05198752449100364
it: 371, loss: 10824.750790426016, stepsize: 0.0519174131651165
it: 372, loss: 10802.944810995694, stepsize: 0.05184758473652126
it: 373, loss: 10781.177793734047, stepsize: 0.05177803730784977
it: 374, loss: 10759.495958346006, stepsize: 0.051708768999501914
it: 375, loss: 10737.81759684279, stepsize: 0.051639777949432225
it: 376, loss: 10716.241453424707, stepsize: 0.05157106231293967
it: 377, loss: 10694.704205358388, stepsize: 0.051502620262460476
it: 378, loss: 10673.197234179803, stepsize: 0.05143444998736397
it: 379, loss: 10651.728796208534, stepsize: 0.051366549693751415
it: 380, loss: 10630.36154181581, stepsize: 0.051298917604257706
it: 381, loss: 10608.996830786584, stepsize: 0.051231551957855996
it: 382, loss: 10587.732781229131, stepsize: 0.05116445100966508
it: 383, loss: 10566.470983634288, stepsize: 0.0510976130307596
it: 384, loss: 10545.30933148987, stepsize: 0.051031036307982884
it: 385, loss: 10524.149644401617, stepsize: 0.050964719143762556
it: 386, loss: 10503.072318002763, stepsize: 0.050898659855928764
it: 387, loss: 10482.031201277214, stepsize: 0.05083285677753489
it: 388, loss: 10461.07195671057, stepsize: 0.05076730825668096
it: 389, loss: 10440.114129929934, stepsize: 0.05070201265633938
it: 390, loss: 10419.23775016921, stepsize: 0.05063696835418333
it: 391, loss: 10398.396837195844, stepsize: 0.05057217374241736
it: 392, loss: 10377.61977876847, stepsize: 0.050507627227610534
it: 393, loss: 10356.86585092738, stepsize: 0.050443327230531826
it: 394, loss: 10336.199306705013, stepsize: 0.05037927218598784
it: 395, loss: 10315.555535380992, stepsize: 0.05031546054266276
it: 396, loss: 10294.991853210184, stepsize: 0.050251890762960605
it: 397, loss: 10274.42856909164, stepsize: 0.05018856132284956
it: 398, loss: 10253.961915665315, stepsize: 0.05012547071170855
it: 399, loss: 10233.495402117263, stepsize: 0.05006261743217589
it: 400, loss: 10213.125048817019, stepsize: 0.05
it: 401, loss: 10192.754580993149, stepsize: 0.04993761694389223
it: 402, loss: 10172.479808287926, stepsize: 0.049875466805381644
it: 403, loss: 10152.239373425116, stepsize: 0.04981354813867179
it: 404, loss: 10132.024810615803, stepsize: 0.04975185951049946
it: 405, loss: 10111.844283192966, stepsize: 0.049690399499995326
it: 406, loss: 10091.75856101933, stepsize: 0.04962916669854651
it: 407, loss: 10071.671958200825, stepsize: 0.04956815970966096
it: 408, loss: 10051.6797109645, stepsize: 0.04950737714883372
it: 409, loss: 10031.686342988158, stepsize: 0.049446817643414874
it: 410, loss: 10011.786885965426, stepsize: 0.04938647983247948
it: 411, loss: 9991.88607146726, stepsize: 0.049326362366699
it: 412, loss: 9972.078728266726, stepsize: 0.04926646390821466
it: 413, loss: 9952.269794138276, stepsize: 0.04920678313051229
it: 414, loss: 9932.553896559255, stepsize: 0.04914731871829905
it: 415, loss: 9912.836177808062, stepsize: 0.0490880693673816
it: 416, loss: 9893.194503947589, stepsize: 0.04902903378454601
it: 417, loss: 9873.583885449652, stepsize: 0.048970210687439175
it: 418, loss: 9854.048900801117, stepsize: 0.04891159880445185
it: 419, loss: 9834.511655397018, stepsize: 0.04885319687460315
it: 420, loss: 9815.051504587429, stepsize: 0.048795003647426664
it: 421, loss: 9795.61816443737, stepsize: 0.04873701788285793
it: 422, loss: 9776.261509287264, stepsize: 0.04867923835112355
it: 423, loss: 9756.902176792093, stepsize: 0.048621663832631515
it: 424, loss: 9737.633744407172, stepsize: 0.04856429311786321
it: 425, loss: 9718.399260738192, stepsize: 0.048507125007266595
it: 426, loss: 9699.181631149659, stepsize: 0.04845015831115092
it: 427, loss: 9680.03154116943, stepsize: 0.048393391849582724
it: 428, loss: 9660.903888882458, stepsize: 0.04833682445228318
it: 429, loss: 9641.84051704109, stepsize: 0.04828045495852676
it: 430, loss: 9622.799301790987, stepsize: 0.04822428221704121
it: 431, loss: 9603.788274966777, stepsize: 0.0481683050859088
it: 432, loss: 9584.866625629873, stepsize: 0.048112522432468816
it: 433, loss: 9565.941172924187, stepsize: 0.04805693313322127
it: 434, loss: 9547.088545003951, stepsize: 0.04800153607373193
it: 435, loss: 9528.264220466404, stepsize: 0.04794633014853841
