2019-05-19 18:18:22
sign_sgd_majority_one-point_log-reg_var-step_20_1,0_1
it: 67, loss: 22555.16459012333, stepsize: 0.12216944435630522
it: 68, loss: 22476.528757505774, stepsize: 0.12126781251816648
it: 69, loss: 22398.60955921582, stepsize: 0.1203858530857692
it: 70, loss: 22321.39909903418, stepsize: 0.11952286093343936
it: 71, loss: 22244.874512870025, stepsize: 0.11867816581938533
it: 72, loss: 22169.074296692248, stepsize: 0.11785113019775793
it: 73, loss: 22093.908742546068, stepsize: 0.11704114719613057
it: 74, loss: 22019.439217355462, stepsize: 0.11624763874381928
it: 75, loss: 21945.577965022338, stepsize: 0.11547005383792514
it: 76, loss: 21872.391136745384, stepsize: 0.11470786693528087
it: 77, loss: 21799.85414987564, stepsize: 0.11396057645963795
it: 78, loss: 21727.820123350662, stepsize: 0.11322770341445956
it: 79, loss: 21656.442957528114, stepsize: 0.1125087900926024
it: 80, loss: 21585.636057611646, stepsize: 0.11180339887498948
it: 81, loss: 21515.38832849446, stepsize: 0.1111111111111111
it: 82, loss: 21445.750612881922, stepsize: 0.11043152607484653
it: 83, loss: 21376.664248664692, stepsize: 0.10976425998969035
it: 84, loss: 21308.081139206566, stepsize: 0.1091089451179962
it: 85, loss: 21240.0299706175, stepsize: 0.10846522890932808
it: 86, loss: 21172.548908430526, stepsize: 0.10783277320343841
it: 87, loss: 21105.56794404797, stepsize: 0.10721125348377948
it: 88, loss: 21039.08062897189, stepsize: 0.10660035817780521
it: 89, loss: 20973.07623131186, stepsize: 0.105999788000636
it: 90, loss: 20907.606395092564, stepsize: 0.10540925533894598
it: 91, loss: 20842.602945239967, stepsize: 0.10482848367219183
it: 92, loss: 20778.060778626488, stepsize: 0.10425720702853739
it: 93, loss: 20714.038326235932, stepsize: 0.10369516947304253
it: 94, loss: 20650.38162090636, stepsize: 0.10314212462587934
it: 95, loss: 20587.229451941108, stepsize: 0.10259783520851541
it: 96, loss: 20524.509551839557, stepsize: 0.10206207261596577
it: 97, loss: 20462.239838625082, stepsize: 0.10153461651336192
it: 98, loss: 20400.388887461933, stepsize: 0.10101525445522107
it: 99, loss: 20338.94695488169, stepsize: 0.10050378152592121
it: 100, loss: 20277.96641220711, stepsize: 0.1
it: 101, loss: 20217.382220054766, stepsize: 0.09950371902099892
it: 102, loss: 20157.191955684393, stepsize: 0.09901475429766744
it: 103, loss: 20097.413512976644, stepsize: 0.09853292781642932
it: 104, loss: 20038.01738012622, stepsize: 0.09805806756909202
it: 105, loss: 19979.021556018866, stepsize: 0.09759000729485333
it: 106, loss: 19920.396972448463, stepsize: 0.09712858623572641
it: 107, loss: 19862.161721949233, stepsize: 0.09667364890456635
it: 108, loss: 19804.287156032766, stepsize: 0.09622504486493763
it: 109, loss: 19746.79145003737, stepsize: 0.09578262852211514
it: 110, loss: 19689.646353584747, stepsize: 0.09534625892455924
it: 111, loss: 19632.843439618668, stepsize: 0.0949157995752499
it: 112, loss: 19576.434741885972, stepsize: 0.0944911182523068
it: 113, loss: 19520.35870494661, stepsize: 0.09407208683835973
it: 114, loss: 19464.614612490135, stepsize: 0.0936585811581694
it: 115, loss: 19409.194289680458, stepsize: 0.09325048082403138
it: 116, loss: 19354.140703469424, stepsize: 0.09284766908852593
it: 117, loss: 19299.428700871536, stepsize: 0.09245003270420485
it: 118, loss: 19245.00462615973, stepsize: 0.09205746178983235
it: 119, loss: 19190.956922849407, stepsize: 0.09166984970282113
it: 120, loss: 19137.147071013813, stepsize: 0.09128709291752768
it: 121, loss: 19083.695988563806, stepsize: 0.09090909090909091
it: 122, loss: 19030.5445027614, stepsize: 0.09053574604251853
it: 123, loss: 18977.709403022298, stepsize: 0.09016696346674323
it: 124, loss: 18925.16645744396, stepsize: 0.08980265101338746
it: 125, loss: 18872.932500746338, stepsize: 0.08944271909999159
it: 126, loss: 18820.983550634777, stepsize: 0.0890870806374748
it: 127, loss: 18769.336483984083, stepsize: 0.08873565094161139
it: 128, loss: 18717.96755535721, stepsize: 0.08838834764831843
it: 129, loss: 18666.92676835174, stepsize: 0.08804509063256238
it: 130, loss: 18616.13993414592, stepsize: 0.08770580193070293
it: 131, loss: 18565.610604590333, stepsize: 0.0873704056661038
it: 132, loss: 18515.377319142764, stepsize: 0.08703882797784893
it: 133, loss: 18465.3954444113, stepsize: 0.086710996952412
it: 134, loss: 18415.65546385075, stepsize: 0.08638684255813601
it: 135, loss: 18366.223795144568, stepsize: 0.08606629658238704
it: 136, loss: 18317.04587851384, stepsize: 0.08574929257125441
it: 137, loss: 18268.137587713296, stepsize: 0.0854357657716761
it: 138, loss: 18219.477373981234, stepsize: 0.08512565307587486
it: 139, loss: 18171.11316953153, stepsize: 0.08481889296799709
it: 140, loss: 18122.927601834057, stepsize: 0.08451542547285165
it: 141, loss: 18075.064258572493, stepsize: 0.0842151921066519
it: 142, loss: 18027.37477895527, stepsize: 0.08391813582966891
it: 143, loss: 17980.00175606365, stepsize: 0.08362420100070908
it: 144, loss: 17932.797998075646, stepsize: 0.08333333333333333
it: 145, loss: 17885.873663741277, stepsize: 0.08304547985373997
it: 146, loss: 17839.176966064588, stepsize: 0.0827605888602368
it: 147, loss: 17792.723184078233, stepsize: 0.08247860988423225
it: 148, loss: 17746.492295844695, stepsize: 0.08219949365267865
it: 149, loss: 17700.499565301914, stepsize: 0.08192319205190406
it: 150, loss: 17654.725145544035, stepsize: 0.08164965809277261
it: 151, loss: 17609.1608976461, stepsize: 0.08137884587711594
it: 152, loss: 17563.857221256952, stepsize: 0.08111071056538127
it: 153, loss: 17518.789675584045, stepsize: 0.08084520834544433
it: 154, loss: 17473.87115477116, stepsize: 0.08058229640253803
it: 155, loss: 17429.20757933604, stepsize: 0.08032193289024989
it: 156, loss: 17384.749618791895, stepsize: 0.08006407690254357
it: 157, loss: 17340.512112921388, stepsize: 0.07980868844676221
it: 158, loss: 17296.47620165784, stepsize: 0.079555728417573
it: 159, loss: 17252.656706572143, stepsize: 0.07930515857181442
it: 160, loss: 17209.03490971264, stepsize: 0.07905694150420949
it: 161, loss: 17165.602746815333, stepsize: 0.07881104062391006
it: 162, loss: 17122.410172221917, stepsize: 0.07856742013183861
it: 163, loss: 17079.403472327303, stepsize: 0.07832604499879574
it: 164, loss: 17036.587102499518, stepsize: 0.07808688094430304
it: 165, loss: 16993.98208041343, stepsize: 0.0778498944161523
it: 166, loss: 16951.551073690684, stepsize: 0.07761505257063328
it: 167, loss: 16909.32775987393, stepsize: 0.07738232325341368
it: 168, loss: 16867.2879055291, stepsize: 0.07715167498104596
it: 169, loss: 16825.445849659533, stepsize: 0.07692307692307693
it: 170, loss: 16783.78389349365, stepsize: 0.07669649888473704
it: 171, loss: 16742.31638700586, stepsize: 0.07647191129018725
it: 172, loss: 16701.025714711406, stepsize: 0.07624928516630233
it: 173, loss: 16659.92624388194, stepsize: 0.07602859212697055
it: 174, loss: 16619.000432131874, stepsize: 0.07580980435789034
it: 175, loss: 16578.26267055742, stepsize: 0.07559289460184544
it: 176, loss: 16537.695479576207, stepsize: 0.07537783614444091
it: 177, loss: 16497.313280892413, stepsize: 0.07516460280028289
it: 178, loss: 16457.098647263963, stepsize: 0.07495316889958614
it: 179, loss: 16417.066038124056, stepsize: 0.07474350927519359
it: 180, loss: 16377.198067871179, stepsize: 0.07453559924999299
it: 181, loss: 16337.514584106897, stepsize: 0.07432941462471664
it: 182, loss: 16298.009744999743, stepsize: 0.07412493166611012
it: 183, loss: 16258.636862509704, stepsize: 0.07392212709545729
it: 184, loss: 16219.439875071837, stepsize: 0.07372097807744857
it: 185, loss: 16180.399865006184, stepsize: 0.07352146220938077
it: 186, loss: 16141.560019064731, stepsize: 0.07332355751067665
it: 187, loss: 16102.896025091684, stepsize: 0.07312724241271307
it: 188, loss: 16064.332244082121, stepsize: 0.07293249574894728
it: 189, loss: 16025.968585634691, stepsize: 0.07273929674533079
it: 190, loss: 15987.746018768901, stepsize: 0.07254762501100116
it: 191, loss: 15949.694097427257, stepsize: 0.07235746052924216
it: 192, loss: 15911.791315861457, stepsize: 0.07216878364870323
it: 193, loss: 15874.051490983764, stepsize: 0.07198157507486945
it: 194, loss: 15836.458339099521, stepsize: 0.07179581586177382
it: 195, loss: 15799.025803629382, stepsize: 0.0716114874039433
it: 196, loss: 15761.737529263059, stepsize: 0.07142857142857142
it: 197, loss: 15724.607597397742, stepsize: 0.07124704998790965
it: 198, loss: 15687.619568501721, stepsize: 0.07106690545187015
it: 199, loss: 15650.8135714744, stepsize: 0.07088812050083358
it: 200, loss: 15614.095435834204, stepsize: 0.07071067811865475
it: 201, loss: 15577.557087859643, stepsize: 0.07053456158585983
it: 202, loss: 15541.156138574463, stepsize: 0.07035975447302918
it: 203, loss: 15504.90701449085, stepsize: 0.07018624063435965
it: 204, loss: 15468.793093997518, stepsize: 0.07001400420140048
it: 205, loss: 15432.828945433916, stepsize: 0.06984302957695782
it: 206, loss: 15397.0124674813, stepsize: 0.06967330142916177
it: 207, loss: 15361.323353389902, stepsize: 0.06950480468569159
it: 208, loss: 15325.757346503382, stepsize: 0.06933752452815364
it: 209, loss: 15290.341079761234, stepsize: 0.06917144638660747
it: 210, loss: 15255.049108483516, stepsize: 0.06900655593423542
it: 211, loss: 15219.899898038391, stepsize: 0.06884283908215143
it: 212, loss: 15184.865620209013, stepsize: 0.06868028197434452
it: 213, loss: 15149.972265674221, stepsize: 0.06851887098275317
it: 214, loss: 15115.1994718259, stepsize: 0.06835859270246633
it: 215, loss: 15080.562102386173, stepsize: 0.06819943394704735
it: 216, loss: 15046.043451894167, stepsize: 0.06804138174397717
it: 217, loss: 15011.658517735363, stepsize: 0.06788442333021306
it: 218, loss: 14977.39050622941, stepsize: 0.06772854614785964
it: 219, loss: 14943.254538760093, stepsize: 0.06757373783994859
it: 220, loss: 14909.233741644817, stepsize: 0.06741998624632421
it: 221, loss: 14875.343350976736, stepsize: 0.06726727939963124
it: 222, loss: 14841.566420901658, stepsize: 0.06711560552140243
it: 223, loss: 14807.918293425673, stepsize: 0.06696495301824251
it: 224, loss: 14774.381957861202, stepsize: 0.0668153104781061
it: 225, loss: 14740.972853912077, stepsize: 0.06666666666666667
it: 226, loss: 14707.673912825632, stepsize: 0.06651901052377393
it: 227, loss: 14674.500664430172, stepsize: 0.0663723311599972
it: 228, loss: 14641.435988057192, stepsize: 0.06622661785325219
it: 229, loss: 14608.498015004068, stepsize: 0.06608186004550898
it: 230, loss: 14575.662028869598, stepsize: 0.0659380473395787
it: 231, loss: 14542.951225411443, stepsize: 0.0657951694959769
it: 232, loss: 14510.345997628376, stepsize: 0.06565321642986127
it: 233, loss: 14477.884922104873, stepsize: 0.06551217820804184
it: 234, loss: 14445.482051984518, stepsize: 0.06537204504606134
it: 235, loss: 14413.221849067977, stepsize: 0.06523280730534423
it: 236, loss: 14381.06432214208, stepsize: 0.06509445549041194
it: 237, loss: 14349.047826641292, stepsize: 0.06495698024616309
it: 238, loss: 14317.087255512744, stepsize: 0.06482037235521644
it: 239, loss: 14285.26628948559, stepsize: 0.06468462273531508
it: 240, loss: 14253.545225415142, stepsize: 0.06454972243679027
it: 241, loss: 14221.9417700962, stepsize: 0.06441566264008308
it: 242, loss: 14190.463557564552, stepsize: 0.0642824346533225
it: 243, loss: 14159.067081212985, stepsize: 0.06415002990995841
it: 244, loss: 14127.744969784602, stepsize: 0.06401843996644799
it: 245, loss: 14096.56251511934, stepsize: 0.06388765649999399
it: 246, loss: 14065.476137928481, stepsize: 0.06375767130633382
it: 247, loss: 14034.481081546668, stepsize: 0.06362847629757777
it: 248, loss: 14003.621341344964, stepsize: 0.06350006350009525
it: 249, loss: 13972.831518984927, stepsize: 0.06337242505244779
it: 250, loss: 13942.175632694649, stepsize: 0.06324555320336758
it: 251, loss: 13911.608702932668, stepsize: 0.06311944030978031
it: 252, loss: 13881.134162705337, stepsize: 0.0629940788348712
it: 253, loss: 13850.789187094259, stepsize: 0.06286946134619315
it: 254, loss: 13820.49214121542, stepsize: 0.06274558051381586
it: 255, loss: 13790.323440581724, stepsize: 0.06262242910851495
it: 256, loss: 13760.244784432885, stepsize: 0.0625
it: 257, loss: 13730.251743128225, stepsize: 0.06237828615518053
it: 258, loss: 13700.375392209868, stepsize: 0.062257280636469035
it: 259, loss: 13670.587846427292, stepsize: 0.062136976600120006
it: 260, loss: 13640.903693041202, stepsize: 0.062017367294604234
it: 261, loss: 13611.307306508477, stepsize: 0.061898446059017294
it: 262, loss: 13581.813146948103, stepsize: 0.06178020632152154
it: 263, loss: 13552.405734706159, stepsize: 0.061662641597820735
it: 264, loss: 13523.099407227686, stepsize: 0.06154574548966636
it: 265, loss: 13493.878825613872, stepsize: 0.06142951168339512
it: 266, loss: 13464.770097591774, stepsize: 0.06131393394849658
it: 267, loss: 13435.74181756792, stepsize: 0.06119900613621046
it: 268, loss: 13406.79727499214, stepsize: 0.06108472217815261
it: 269, loss: 13377.951628754072, stepsize: 0.06097107608496923
it: 270, loss: 13349.18870097657, stepsize: 0.06085806194501846
it: 271, loss: 13320.523662714522, stepsize: 0.0607456739230787
it: 272, loss: 13291.940344759658, stepsize: 0.06063390625908324
it: 273, loss: 13263.453925881337, stepsize: 0.060522753266880246
it: 274, loss: 13235.074756409873, stepsize: 0.0604122093330177
it: 275, loss: 13206.738470758137, stepsize: 0.060302268915552716
it: 276, loss: 13178.520406593254, stepsize: 0.0601929265428846
it: 277, loss: 13150.378084100648, stepsize: 0.06008417681261097
it: 278, loss: 13122.326586727002, stepsize: 0.05997601439040672
it: 279, loss: 13094.3499295276, stepsize: 0.05986843400892496
it: 280, loss: 13066.46323297634, stepsize: 0.05976143046671968
it: 281, loss: 13038.650469306023, stepsize: 0.05965499862718936
it: 282, loss: 13010.926817349568, stepsize: 0.05954913341754137
it: 283, loss: 12983.276206827617, stepsize: 0.0594438298277764
it: 284, loss: 12955.713874187473, stepsize: 0.05933908290969266
it: 285, loss: 12928.223707042036, stepsize: 0.05923488777590923
it: 286, loss: 12900.82099862981, stepsize: 0.05913123959890826
it: 287, loss: 12873.47082399235, stepsize: 0.059028133610095526
it: 288, loss: 12846.244812568353, stepsize: 0.05892556509887897
it: 289, loss: 12819.070509400162, stepsize: 0.058823529411764705
it: 290, loss: 12791.982093457771, stepsize: 0.058722021951470346
it: 291, loss: 12764.963280660613, stepsize: 0.05862103817605492
it: 292, loss: 12738.029577543335, stepsize: 0.058520573598065284
it: 293, loss: 12711.184471421138, stepsize: 0.0584206237836986
it: 294, loss: 12684.384122513879, stepsize: 0.05832118435198043
it: 295, loss: 12657.65304060761, stepsize: 0.0582222509739582
it: 296, loss: 12631.042507497552, stepsize: 0.05812381937190964
it: 297, loss: 12604.480659454059, stepsize: 0.058025885318565944
it: 298, loss: 12578.001758847053, stepsize: 0.057928444636349226
it: 299, loss: 12551.589182850996, stepsize: 0.05783149319662402
it: 300, loss: 12525.258827031126, stepsize: 0.05773502691896257
it: 301, loss: 12498.99403303438, stepsize: 0.0576390417704235
it: 302, loss: 12472.810743804488, stepsize: 0.0575435337648436
it: 303, loss: 12446.692266390517, stepsize: 0.0574484989621426
it: 304, loss: 12420.654589888876, stepsize: 0.057353933467640436
it: 305, loss: 12394.680987704947, stepsize: 0.057259833431386825
it: 306, loss: 12368.787493849024, stepsize: 0.05716619504750295
it: 307, loss: 12342.957349055287, stepsize: 0.05707301455353496
it: 308, loss: 12317.206631001989, stepsize: 0.05698028822981897
it: 309, loss: 12291.518548736723, stepsize: 0.05688801239885743
it: 310, loss: 12265.909222358297, stepsize: 0.05679618342470648
it: 311, loss: 12240.361830218888, stepsize: 0.05670479771237427
it: 312, loss: 12214.892533594062, stepsize: 0.05661385170722978
it: 313, loss: 12189.48448113299, stepsize: 0.05652334189442215
it: 314, loss: 12164.153874052703, stepsize: 0.05643326479831003
it: 315, loss: 12138.883832288133, stepsize: 0.0563436169819011
it: 316, loss: 12113.690595775375, stepsize: 0.0562543950463012
it: 317, loss: 12088.557256715821, stepsize: 0.05616559563017304
it: 318, loss: 12063.500092558992, stepsize: 0.056077215409204434
it: 319, loss: 12038.502168741494, stepsize: 0.05598925109558543
it: 320, loss: 12013.57979904091, stepsize: 0.05590169943749474
it: 321, loss: 11988.735256100967, stepsize: 0.05581455721859476
it: 322, loss: 11963.927219706666, stepsize: 0.05572782125753528
it: 323, loss: 11939.196314708264, stepsize: 0.055641488407465724
it: 324, loss: 11914.539808459878, stepsize: 0.05555555555555555
it: 325, loss: 11889.940575152375, stepsize: 0.05547001962252291
it: 326, loss: 11865.415147092723, stepsize: 0.05538487756217113
it: 327, loss: 11840.982986445197, stepsize: 0.0553001263609331
it: 328, loss: 11816.550880791357, stepsize: 0.05521576303742327
it: 329, loss: 11792.21136140257, stepsize: 0.055131784641997125
it: 330, loss: 11767.944523876602, stepsize: 0.055048188256318034
it: 331, loss: 11743.751805780368, stepsize: 0.05496497099293127
it: 332, loss: 11719.593822231567, stepsize: 0.05488212999484517
it: 333, loss: 11695.52842254643, stepsize: 0.0547996624351191
it: 334, loss: 11671.496444953827, stepsize: 0.054717565516458275
it: 335, loss: 11647.537731984215, stepsize: 0.05463583647081531
it: 336, loss: 11623.650094385423, stepsize: 0.0545544725589981
it: 337, loss: 11599.816063456377, stepsize: 0.05447347107028433
it: 338, loss: 11576.052564077605, stepsize: 0.05439282932204212
it: 339, loss: 11552.342110274894, stepsize: 0.054312544659356844
it: 340, loss: 11528.701651963374, stepsize: 0.05423261445466404
it: 341, loss: 11505.096618091777, stepsize: 0.05415303610738823
it: 342, loss: 11481.595163307045, stepsize: 0.05407380704358752
it: 343, loss: 11458.128604950844, stepsize: 0.05399492471560388
it: 344, loss: 11434.731009868157, stepsize: 0.053916386601719206
it: 345, loss: 11411.384809923658, stepsize: 0.05383819020581655
it: 346, loss: 11388.107059526943, stepsize: 0.053760333057047034
it: 347, loss: 11364.880176005461, stepsize: 0.0536828127095019
it: 348, loss: 11341.721235481122, stepsize: 0.05360562674188974
it: 349, loss: 11318.612641339303, stepsize: 0.05352877275721892
it: 350, loss: 11295.571490681756, stepsize: 0.05345224838248487
it: 351, loss: 11272.598969159459, stepsize: 0.05337605126836238
it: 352, loss: 11249.70287517495, stepsize: 0.053300179088902604
it: 353, loss: 11226.816388726495, stepsize: 0.05322462954123495
it: 354, loss: 11203.97232333354, stepsize: 0.05314940034527339
it: 355, loss: 11181.212523550332, stepsize: 0.053074489243427524
it: 356, loss: 11158.518822769176, stepsize: 0.052999894000318
it: 357, loss: 11135.873347949575, stepsize: 0.05292561240249631
it: 358, loss: 11113.293499150039, stepsize: 0.05285164225816899
it: 359, loss: 11090.761392648896, stepsize: 0.05277798139692595
it: 360, loss: 11068.294445592877, stepsize: 0.05270462766947299
it: 361, loss: 11045.87796318256, stepsize: 0.05263157894736842
it: 362, loss: 11023.519785984547, stepsize: 0.052558833122763673
it: 363, loss: 11001.21159135771, stepsize: 0.0524863881081478
it: 364, loss: 10978.967657022195, stepsize: 0.052414241836095915
it: 365, loss: 10956.770039367446, stepsize: 0.052342392259021375
it: 366, loss: 10934.636233926058, stepsize: 0.05227083734893167
it: 367, loss: 10912.548288143476, stepsize: 0.052199575097188054
it: 368, loss: 10890.523712460632, stepsize: 0.05212860351426869
it: 369, loss: 10868.528163845216, stepsize: 0.052057920629535355
it: 370, loss: 10846.628290696295, stepsize: 0.05198752449100364
it: 371, loss: 10824.757014881752, stepsize: 0.0519174131651165
it: 372, loss: 10802.948257129457, stepsize: 0.05184758473652126
it: 373, loss: 10781.167730405243, stepsize: 0.05177803730784977
it: 374, loss: 10759.470968029511, stepsize: 0.051708768999501914
it: 375, loss: 10737.807516529656, stepsize: 0.051639777949432225
it: 376, loss: 10716.216492204461, stepsize: 0.05157106231293967
it: 377, loss: 10694.658381266941, stepsize: 0.051502620262460476
it: 378, loss: 10673.183037489125, stepsize: 0.05143444998736397
it: 379, loss: 10651.753195716905, stepsize: 0.051366549693751415
it: 380, loss: 10630.3366437996, stepsize: 0.051298917604257706
it: 381, loss: 10609.021193087556, stepsize: 0.051231551957855996
it: 382, loss: 10587.718670543523, stepsize: 0.05116445100966508
it: 383, loss: 10566.511282401269, stepsize: 0.0510976130307596
it: 384, loss: 10545.295294687896, stepsize: 0.051031036307982884
it: 385, loss: 10524.155513298121, stepsize: 0.050964719143762556
it: 386, loss: 10503.075584783055, stepsize: 0.050898659855928764
it: 387, loss: 10482.037063196021, stepsize: 0.05083285677753489
it: 388, loss: 10461.058006492725, stepsize: 0.05076730825668096
it: 389, loss: 10440.15418402718, stepsize: 0.05070201265633938
it: 390, loss: 10419.241044843864, stepsize: 0.05063696835418333
it: 391, loss: 10398.4026937207, stepsize: 0.05057217374241736
it: 392, loss: 10377.623073114584, stepsize: 0.050507627227610534
it: 393, loss: 10356.883665767597, stepsize: 0.050443327230531826
it: 394, loss: 10336.202615854048, stepsize: 0.05037927218598784
it: 395, loss: 10315.545689406026, stepsize: 0.05031546054266276
it: 396, loss: 10294.978153120606, stepsize: 0.050251890762960605
it: 397, loss: 10274.43437893699, stepsize: 0.05018856132284956
it: 398, loss: 10253.948243411665, stepsize: 0.05012547071170855
it: 399, loss: 10233.501183836448, stepsize: 0.05006261743217589
it: 400, loss: 10213.111404261605, stepsize: 0.05
it: 401, loss: 10192.760334751356, stepsize: 0.04993761694389223
it: 402, loss: 10172.46619129852, stepsize: 0.049875466805381644
it: 403, loss: 10152.210396300185, stepsize: 0.04981354813867179
it: 404, loss: 10132.011178081746, stepsize: 0.04975185951049946
it: 405, loss: 10111.88358400381, stepsize: 0.049690399499995326
it: 406, loss: 10091.744997242184, stepsize: 0.04962916669854651
it: 407, loss: 10071.67762756068, stepsize: 0.04956815970966096
it: 408, loss: 10051.666174387876, stepsize: 0.04950737714883372
it: 409, loss: 10031.710073026987, stepsize: 0.049446817643414874
it: 410, loss: 10011.773398562062, stepsize: 0.04938647983247948
it: 411, loss: 9991.891690355891, stepsize: 0.049326362366699
it: 412, loss: 9972.065267857488, stepsize: 0.04926646390821466
it: 413, loss: 9952.293442902655, stepsize: 0.04920678313051229
it: 414, loss: 9932.540484875652, stepsize: 0.04914731871829905
it: 415, loss: 9912.859806407048, stepsize: 0.0490880693673816
it: 416, loss: 9893.187288455616, stepsize: 0.04902903378454601
it: 417, loss: 9873.601933253922, stepsize: 0.048970210687439175
it: 418, loss: 9854.025211648483, stepsize: 0.04891159880445185
it: 419, loss: 9834.501985142808, stepsize: 0.04885319687460315
it: 420, loss: 9815.052824443836, stepsize: 0.048795003647426664
it: 421, loss: 9795.656776245492, stepsize: 0.04873701788285793
it: 422, loss: 9776.248268831325, stepsize: 0.04867923835112355
it: 423, loss: 9756.907618482986, stepsize: 0.048621663832631515
it: 424, loss: 9737.620530415572, stepsize: 0.04856429311786321
it: 425, loss: 9718.367834995614, stepsize: 0.048507125007266595
it: 426, loss: 9699.168400251689, stepsize: 0.04845015831115092
it: 427, loss: 9680.00304088704, stepsize: 0.048393391849582724
it: 428, loss: 9660.890644687179, stepsize: 0.04833682445228318
it: 429, loss: 9641.832611117276, stepsize: 0.04828045495852676
it: 430, loss: 9622.786068445284, stepsize: 0.04822428221704121
it: 431, loss: 9603.811519045354, stepsize: 0.0481683050859088
it: 432, loss: 9584.84323507403, stepsize: 0.048112522432468816
it: 433, loss: 9565.931555188981, stepsize: 0.04805693313322127
it: 434, loss: 9547.091513971283, stepsize: 0.04800153607373193
it: 435, loss: 9528.287390553909, stepsize: 0.04794633014853841
