2019-05-19 18:18:19
sign_sgd_majority_one-point_log-reg_var-step_20_0,5_1
it: 50, loss: 28603.93477820358, stepsize: 0.07071067811865475
it: 51, loss: 28550.79667969028, stepsize: 0.07001400420140048
it: 52, loss: 28498.216742873574, stepsize: 0.06933752452815364
it: 53, loss: 28446.214761972657, stepsize: 0.06868028197434452
it: 54, loss: 28394.73929029028, stepsize: 0.06804138174397717
it: 55, loss: 28343.81088135643, stepsize: 0.06741998624632421
it: 56, loss: 28293.38016107234, stepsize: 0.0668153104781061
it: 57, loss: 28243.455488317693, stepsize: 0.06622661785325219
it: 58, loss: 28194.023715809162, stepsize: 0.06565321642986127
it: 59, loss: 28145.072255895, stepsize: 0.06509445549041194
it: 60, loss: 28096.576064890804, stepsize: 0.06454972243679027
it: 61, loss: 28048.541264673848, stepsize: 0.06401843996644799
it: 62, loss: 28000.93942819769, stepsize: 0.06350006350009525
it: 63, loss: 27953.777280557886, stepsize: 0.0629940788348712
it: 64, loss: 27907.027544746274, stepsize: 0.0625
it: 65, loss: 27860.692910938327, stepsize: 0.062017367294604234
it: 66, loss: 27814.763912125938, stepsize: 0.06154574548966636
it: 67, loss: 27769.23143588411, stepsize: 0.06108472217815261
it: 68, loss: 27724.086705987283, stepsize: 0.06063390625908324
it: 69, loss: 27679.29601677401, stepsize: 0.0601929265428846
it: 70, loss: 27634.87661162242, stepsize: 0.05976143046671968
it: 71, loss: 27590.831261341315, stepsize: 0.05933908290969266
it: 72, loss: 27547.124083429684, stepsize: 0.05892556509887897
it: 73, loss: 27503.76543086004, stepsize: 0.058520573598065284
it: 74, loss: 27460.751913348482, stepsize: 0.05812381937190964
it: 75, loss: 27418.062566238197, stepsize: 0.05773502691896257
it: 76, loss: 27375.70122292784, stepsize: 0.057353933467640436
it: 77, loss: 27333.658636813114, stepsize: 0.05698028822981897
it: 78, loss: 27291.931493009502, stepsize: 0.05661385170722978
it: 79, loss: 27250.513784334158, stepsize: 0.0562543950463012
it: 80, loss: 27209.399691695635, stepsize: 0.05590169943749474
it: 81, loss: 27168.561100747662, stepsize: 0.05555555555555555
it: 82, loss: 27128.03131998317, stepsize: 0.05521576303742327
it: 83, loss: 27087.76658300661, stepsize: 0.05488212999484517
it: 84, loss: 27047.78404399728, stepsize: 0.0545544725589981
it: 85, loss: 27008.088769470553, stepsize: 0.05423261445466404
it: 86, loss: 26968.66582576503, stepsize: 0.053916386601719206
it: 87, loss: 26929.488888514654, stepsize: 0.05360562674188974
it: 88, loss: 26890.59086245634, stepsize: 0.053300179088902604
it: 89, loss: 26851.930098586643, stepsize: 0.052999894000318
it: 90, loss: 26813.53939521168, stepsize: 0.05270462766947299
it: 91, loss: 26775.37769440764, stepsize: 0.052414241836095915
it: 92, loss: 26737.4621279613, stepsize: 0.05212860351426869
it: 93, loss: 26699.78871586947, stepsize: 0.05184758473652126
it: 94, loss: 26662.3582338332, stepsize: 0.05157106231293967
it: 95, loss: 26625.152313372968, stepsize: 0.051298917604257706
it: 96, loss: 26588.181912433338, stepsize: 0.051031036307982884
it: 97, loss: 26551.438798103674, stepsize: 0.05076730825668096
it: 98, loss: 26514.91948194155, stepsize: 0.050507627227610534
it: 99, loss: 26478.600572608444, stepsize: 0.050251890762960605
it: 100, loss: 26442.513680725795, stepsize: 0.05
it: 101, loss: 26406.620873928143, stepsize: 0.04975185951049946
it: 102, loss: 26370.9536229706, stepsize: 0.04950737714883372
it: 103, loss: 26335.47444651923, stepsize: 0.04926646390821466
it: 104, loss: 26300.21467033406, stepsize: 0.04902903378454601
it: 105, loss: 26265.13724858173, stepsize: 0.048795003647426664
it: 106, loss: 26230.258794785714, stepsize: 0.04856429311786321
it: 107, loss: 26195.576513133936, stepsize: 0.04833682445228318
it: 108, loss: 26161.092757847564, stepsize: 0.048112522432468816
it: 109, loss: 26126.79976787638, stepsize: 0.04789131426105757
it: 110, loss: 26092.694934870797, stepsize: 0.04767312946227962
it: 111, loss: 26058.756984815038, stepsize: 0.04745789978762495
it: 112, loss: 26025.016367856322, stepsize: 0.0472455591261534
it: 113, loss: 25991.437898728145, stepsize: 0.047036043419179864
it: 114, loss: 25958.05186892963, stepsize: 0.0468292905790847
it: 115, loss: 25924.82346091863, stepsize: 0.04662524041201569
it: 116, loss: 25891.78280650783, stepsize: 0.046423834544262965
it: 117, loss: 25858.895444172736, stepsize: 0.046225016352102424
it: 118, loss: 25826.19134563931, stepsize: 0.04602873089491617
it: 119, loss: 25793.636394032234, stepsize: 0.045834924851410566
it: 120, loss: 25761.260401131887, stepsize: 0.04564354645876384
it: 121, loss: 25729.029583700572, stepsize: 0.045454545454545456
it: 122, loss: 25696.973594154042, stepsize: 0.045267873021259265
it: 123, loss: 25665.05897226433, stepsize: 0.045083481733371615
it: 124, loss: 25633.315212005375, stepsize: 0.04490132550669373
it: 125, loss: 25601.70916594167, stepsize: 0.044721359549995794
it: 126, loss: 25570.25663752171, stepsize: 0.0445435403187374
it: 127, loss: 25538.95580984151, stepsize: 0.04436782547080569
it: 128, loss: 25507.81045330784, stepsize: 0.044194173824159216
it: 129, loss: 25476.81325751305, stepsize: 0.04402254531628119
it: 130, loss: 25445.962509582543, stepsize: 0.043852900965351466
it: 131, loss: 25415.23945006584, stepsize: 0.0436852028330519
it: 132, loss: 25384.672769723453, stepsize: 0.04351941398892446
it: 133, loss: 25354.230660923102, stepsize: 0.043355498476206
it: 134, loss: 25323.94166446742, stepsize: 0.04319342127906801
it: 135, loss: 25293.774239710358, stepsize: 0.04303314829119352
it: 136, loss: 25263.756779039497, stepsize: 0.042874646285627205
it: 137, loss: 25233.858001250635, stepsize: 0.04271788288583805
it: 138, loss: 25204.106151852106, stepsize: 0.04256282653793743
it: 139, loss: 25174.47020193529, stepsize: 0.042409446483998546
it: 140, loss: 25144.965341637224, stepsize: 0.042257712736425826
it: 141, loss: 25115.599471736085, stepsize: 0.04210759605332595
it: 142, loss: 25086.36189759092, stepsize: 0.041959067914834454
it: 143, loss: 25057.234976927328, stepsize: 0.04181210050035454
it: 144, loss: 25028.246473318588, stepsize: 0.041666666666666664
it: 145, loss: 24999.36612563386, stepsize: 0.041522739926869986
it: 146, loss: 24970.608879056985, stepsize: 0.0413802944301184
it: 147, loss: 24941.982689687557, stepsize: 0.041239304942116126
it: 148, loss: 24913.47708270738, stepsize: 0.04109974682633932
it: 149, loss: 24885.074914491463, stepsize: 0.04096159602595203
it: 150, loss: 24856.790962518313, stepsize: 0.040824829046386304
it: 151, loss: 24828.633202342444, stepsize: 0.04068942293855797
it: 152, loss: 24800.591302369656, stepsize: 0.040555355282690636
it: 153, loss: 24772.64843608128, stepsize: 0.040422604172722164
it: 154, loss: 24744.83159001142, stepsize: 0.040291148201269014
it: 155, loss: 24717.111672623978, stepsize: 0.04016096644512494
it: 156, loss: 24689.515538201504, stepsize: 0.04003203845127178
it: 157, loss: 24662.014295569104, stepsize: 0.03990434422338111
it: 158, loss: 24634.634668335446, stepsize: 0.0397778642087865
it: 159, loss: 24607.347961083848, stepsize: 0.03965257928590721
it: 160, loss: 24580.18076833361, stepsize: 0.03952847075210474
it: 161, loss: 24553.104585991092, stepsize: 0.03940552031195503
it: 162, loss: 24526.145881066815, stepsize: 0.039283710065919304
it: 163, loss: 24499.27633652236, stepsize: 0.03916302249939787
it: 164, loss: 24472.522293424176, stepsize: 0.03904344047215152
it: 165, loss: 24445.855617690166, stepsize: 0.03892494720807615
it: 166, loss: 24419.302525979398, stepsize: 0.03880752628531664
it: 167, loss: 24392.83506323765, stepsize: 0.03869116162670684
it: 168, loss: 24366.479323214066, stepsize: 0.03857583749052298
it: 169, loss: 24340.207526125967, stepsize: 0.038461538461538464
it: 170, loss: 24314.04564426121, stepsize: 0.03834824944236852
it: 171, loss: 24287.966069524206, stepsize: 0.038235955645093626
it: 172, loss: 24261.994654134127, stepsize: 0.038124642583151166
it: 173, loss: 24236.10395826854, stepsize: 0.038014296063485276
it: 174, loss: 24210.31971540938, stepsize: 0.03790490217894517
it: 175, loss: 24184.614650760763, stepsize: 0.03779644730092272
it: 176, loss: 24159.014380334967, stepsize: 0.037688918072220454
it: 177, loss: 24133.49179127844, stepsize: 0.037582301400141446
it: 178, loss: 24108.072383337232, stepsize: 0.03747658444979307
it: 179, loss: 24082.72920267154, stepsize: 0.037371754637596795
it: 180, loss: 24057.487633901907, stepsize: 0.037267799624996496
it: 181, loss: 24032.320879421724, stepsize: 0.03716470731235832
it: 182, loss: 24007.254209807088, stepsize: 0.03706246583305506
it: 183, loss: 23982.26098104308, stepsize: 0.03696106354772864
it: 184, loss: 23957.35481457199, stepsize: 0.036860489038724284
it: 185, loss: 23932.54379457661, stepsize: 0.036760731104690386
it: 186, loss: 23907.81841334373, stepsize: 0.036661778755338326
it: 187, loss: 23883.1638534917, stepsize: 0.036563621206356534
it: 188, loss: 23858.593598915755, stepsize: 0.03646624787447364
it: 189, loss: 23834.11571446754, stepsize: 0.036369648372665396
it: 190, loss: 23809.720784945643, stepsize: 0.03627381250550058
it: 191, loss: 23785.39419779652, stepsize: 0.03617873026462108
it: 192, loss: 23761.14930188639, stepsize: 0.036084391824351615
it: 193, loss: 23736.994140205275, stepsize: 0.035990787537434725
it: 194, loss: 23712.919387320148, stepsize: 0.03589790793088691
it: 195, loss: 23688.91062821632, stepsize: 0.03580574370197165
it: 196, loss: 23664.992278255144, stepsize: 0.03571428571428571
it: 197, loss: 23641.138787250355, stepsize: 0.035623524993954825
it: 198, loss: 23617.37446407443, stepsize: 0.035533452725935076
it: 199, loss: 23593.67389442103, stepsize: 0.03544406025041679
it: 200, loss: 23570.06128145409, stepsize: 0.035355339059327376
it: 201, loss: 23546.5113449353, stepsize: 0.035267280792929914
it: 202, loss: 23523.04818309426, stepsize: 0.03517987723651459
it: 203, loss: 23499.646647998874, stepsize: 0.03509312031717982
it: 204, loss: 23476.330733716248, stepsize: 0.03500700210070024
it: 205, loss: 23453.075422902908, stepsize: 0.03492151478847891
it: 206, loss: 23429.904606235916, stepsize: 0.034836650714580884
it: 207, loss: 23406.793395282173, stepsize: 0.034752402342845795
it: 208, loss: 23383.754658571317, stepsize: 0.03466876226407682
it: 209, loss: 23360.79636737961, stepsize: 0.03458572319330373
it: 210, loss: 23337.909495908156, stepsize: 0.03450327796711771
it: 211, loss: 23315.080319229077, stepsize: 0.034421419541075714
it: 212, loss: 23292.330654955338, stepsize: 0.03434014098717226
it: 213, loss: 23269.637150577924, stepsize: 0.03425943549137658
it: 214, loss: 23247.022151327925, stepsize: 0.034179296351233165
it: 215, loss: 23224.4624216538, stepsize: 0.034099716973523674
it: 216, loss: 23201.98021245822, stepsize: 0.034020690871988585
it: 217, loss: 23179.55240370721, stepsize: 0.03394221166510653
it: 218, loss: 23157.190466291642, stepsize: 0.03386427307392982
it: 219, loss: 23134.903429087546, stepsize: 0.033786868919974296
it: 220, loss: 23112.670708103433, stepsize: 0.033709993123162106
it: 221, loss: 23090.50362386727, stepsize: 0.03363363969981562
it: 222, loss: 23068.406688561434, stepsize: 0.033557802760701215
it: 223, loss: 23046.37449872606, stepsize: 0.033482476509121256
it: 224, loss: 23024.4055215685, stepsize: 0.03340765523905305
it: 225, loss: 23002.48770751131, stepsize: 0.03333333333333333
it: 226, loss: 22980.642765633558, stepsize: 0.033259505261886965
it: 227, loss: 22958.84821363111, stepsize: 0.0331861655799986
it: 228, loss: 22937.125671181348, stepsize: 0.033113308926626096
it: 229, loss: 22915.45276281581, stepsize: 0.03304093002275449
it: 230, loss: 22893.851019590198, stepsize: 0.03296902366978935
it: 231, loss: 22872.298171552524, stepsize: 0.03289758474798845
it: 232, loss: 22850.815661917328, stepsize: 0.032826608214930636
it: 233, loss: 22829.381324951533, stepsize: 0.03275608910402092
it: 234, loss: 22808.016516806805, stepsize: 0.03268602252303067
it: 235, loss: 22786.69917469463, stepsize: 0.03261640365267211
it: 236, loss: 22765.450568477547, stepsize: 0.03254722774520597
it: 237, loss: 22744.248737061687, stepsize: 0.032478490123081544
it: 238, loss: 22723.114864787447, stepsize: 0.03241018617760822
it: 239, loss: 22702.02709103169, stepsize: 0.03234231136765754
it: 240, loss: 22681.0065153705, stepsize: 0.03227486121839514
it: 241, loss: 22660.03137645481, stepsize: 0.03220783132004154
it: 242, loss: 22639.102114289464, stepsize: 0.03214121732666125
it: 243, loss: 22618.246287792554, stepsize: 0.032075014954979206
it: 244, loss: 22597.43567567984, stepsize: 0.032009219983223994
it: 245, loss: 22576.67755524104, stepsize: 0.031943828249996996
it: 246, loss: 22555.97436913576, stepsize: 0.03187883565316691
it: 247, loss: 22535.322520119204, stepsize: 0.031814238148788886
it: 248, loss: 22514.724944826132, stepsize: 0.031750031750047626
it: 249, loss: 22494.178596287016, stepsize: 0.031686212526223896
it: 250, loss: 22473.67562828596, stepsize: 0.03162277660168379
it: 251, loss: 22453.243230962737, stepsize: 0.031559720154890156
it: 252, loss: 22432.8536039449, stepsize: 0.0314970394174356
it: 253, loss: 22412.51398086706, stepsize: 0.03143473067309657
it: 254, loss: 22392.23663985154, stepsize: 0.03137279025690793
it: 255, loss: 22371.988411782317, stepsize: 0.03131121455425748
it: 256, loss: 22351.80184008643, stepsize: 0.03125
it: 257, loss: 22331.664097137218, stepsize: 0.031189143077590267
it: 258, loss: 22311.57727957261, stepsize: 0.031128640318234518
it: 259, loss: 22291.538716439372, stepsize: 0.031068488300060003
it: 260, loss: 22271.55049977914, stepsize: 0.031008683647302117
it: 261, loss: 22251.609974263774, stepsize: 0.030949223029508647
it: 262, loss: 22231.719227332782, stepsize: 0.03089010316076077
it: 263, loss: 22211.87561899341, stepsize: 0.030831320798910367
it: 264, loss: 22192.081232082477, stepsize: 0.03077287274483318
it: 265, loss: 22172.333441657633, stepsize: 0.03071475584169756
it: 266, loss: 22152.634325957606, stepsize: 0.03065696697424829
it: 267, loss: 22132.981274809896, stepsize: 0.03059950306810523
it: 268, loss: 22113.376361864714, stepsize: 0.030542361089076306
it: 269, loss: 22093.8169914431, stepsize: 0.030485538042484616
it: 270, loss: 22074.305421702305, stepsize: 0.03042903097250923
it: 271, loss: 22054.838504291165, stepsize: 0.03037283696153935
it: 272, loss: 22035.418863451534, stepsize: 0.03031695312954162
it: 273, loss: 22016.043763403137, stepsize: 0.030261376633440123
it: 274, loss: 21996.71523689389, stepsize: 0.03020610466650885
it: 275, loss: 21977.430757299135, stepsize: 0.030151134457776358
it: 276, loss: 21958.19235296153, stepsize: 0.0300964632714423
it: 277, loss: 21938.997510585417, stepsize: 0.030042088406305484
it: 278, loss: 21919.84825413893, stepsize: 0.02998800719520336
it: 279, loss: 21900.74208339875, stepsize: 0.02993421700446248
it: 280, loss: 21881.681017993367, stepsize: 0.02988071523335984
it: 281, loss: 21862.662570518172, stepsize: 0.02982749931359468
it: 282, loss: 21843.68875630092, stepsize: 0.029774566708770683
it: 283, loss: 21824.75710050507, stepsize: 0.0297219149138882
it: 284, loss: 21805.869614200354, stepsize: 0.02966954145484633
it: 285, loss: 21787.023834870495, stepsize: 0.029617443887954616
it: 286, loss: 21768.221769373693, stepsize: 0.02956561979945413
it: 287, loss: 21749.460967268686, stepsize: 0.029514066805047763
it: 288, loss: 21730.734069112634, stepsize: 0.029462782549439483
it: 289, loss: 21712.066706505477, stepsize: 0.029411764705882353
it: 290, loss: 21693.43282103814, stepsize: 0.029361010975735173
it: 291, loss: 21674.839340617218, stepsize: 0.02931051908802746
it: 292, loss: 21656.28824780353, stepsize: 0.029260286799032642
it: 293, loss: 21637.777138891488, stepsize: 0.0292103118918493
it: 294, loss: 21619.307992493526, stepsize: 0.029160592175990215
it: 295, loss: 21600.878415980686, stepsize: 0.0291111254869791
it: 296, loss: 21582.49038408081, stepsize: 0.02906190968595482
it: 297, loss: 21564.14151500767, stepsize: 0.029012942659282972
it: 298, loss: 21545.833779671564, stepsize: 0.028964222318174613
it: 299, loss: 21527.564806896913, stepsize: 0.02891574659831201
it: 300, loss: 21509.33656384683, stepsize: 0.028867513459481284
it: 301, loss: 21491.146689725927, stepsize: 0.02881952088521175
it: 302, loss: 21472.99714802354, stepsize: 0.0287717668824218
it: 303, loss: 21454.885588095745, stepsize: 0.0287242494810713
it: 304, loss: 21436.804838400225, stepsize: 0.028676966733820218
it: 305, loss: 21418.779937539588, stepsize: 0.028629916715693413
it: 306, loss: 21400.785474852324, stepsize: 0.028583097523751475
it: 307, loss: 21382.82824384778, stepsize: 0.02853650727676748
it: 308, loss: 21364.910186707075, stepsize: 0.028490144114909487
it: 309, loss: 21347.02899262315, stepsize: 0.028444006199428714
it: 310, loss: 21329.18668373953, stepsize: 0.02839809171235324
it: 311, loss: 21311.39143500576, stepsize: 0.028352398856187136
it: 312, loss: 21293.62236633763, stepsize: 0.02830692585361489
it: 313, loss: 21275.881969583952, stepsize: 0.028261670947211076
it: 314, loss: 21258.18872266872, stepsize: 0.028216632399155017
it: 315, loss: 21240.531288375125, stepsize: 0.02817180849095055
it: 316, loss: 21222.9206035542, stepsize: 0.0281271975231506
it: 317, loss: 21205.32730274153, stepsize: 0.02808279781508652
it: 318, loss: 21187.771447276195, stepsize: 0.028038607704602217
it: 319, loss: 21170.268586323178, stepsize: 0.027994625547792716
it: 320, loss: 21152.793802348067, stepsize: 0.02795084971874737
it: 321, loss: 21135.353819301752, stepsize: 0.02790727860929738
it: 322, loss: 21117.95945837805, stepsize: 0.02786391062876764
it: 323, loss: 21100.581660554722, stepsize: 0.027820744203732862
it: 324, loss: 21083.249135996823, stepsize: 0.027777777777777776
it: 325, loss: 21065.950762016415, stepsize: 0.027735009811261455
it: 326, loss: 21048.67954936837, stepsize: 0.027692438781085564
it: 327, loss: 21031.459824012352, stepsize: 0.02765006318046655
it: 328, loss: 21014.258142312454, stepsize: 0.027607881518711633
it: 329, loss: 20997.107579958167, stepsize: 0.027565892320998563
it: 330, loss: 20979.983574211285, stepsize: 0.027524094128159017
it: 331, loss: 20962.892782294777, stepsize: 0.027482485496465633
it: 332, loss: 20945.837025130342, stepsize: 0.027441064997422587
it: 333, loss: 20928.814175797695, stepsize: 0.02739983121755955
it: 334, loss: 20911.817322161565, stepsize: 0.027358782758229137
it: 335, loss: 20894.870524182064, stepsize: 0.027317918235407655
it: 336, loss: 20877.949429444907, stepsize: 0.02727723627949905
it: 337, loss: 20861.060648483035, stepsize: 0.027236735535142165
it: 338, loss: 20844.205987940448, stepsize: 0.02719641466102106
it: 339, loss: 20827.383348451258, stepsize: 0.027156272329678422
it: 340, loss: 20810.58587703003, stepsize: 0.02711630722733202
it: 341, loss: 20793.837441629912, stepsize: 0.027076518053694116
it: 342, loss: 20777.11389491353, stepsize: 0.02703690352179376
it: 343, loss: 20760.42180076996, stepsize: 0.02699746235780194
it: 344, loss: 20743.7629528622, stepsize: 0.026958193300859603
it: 345, loss: 20727.13527727581, stepsize: 0.026919095102908276
it: 346, loss: 20710.540599086922, stepsize: 0.026880166528523517
it: 347, loss: 20693.976751713148, stepsize: 0.02684140635475095
it: 348, loss: 20677.445620128285, stepsize: 0.02680281337094487
it: 349, loss: 20660.945120584005, stepsize: 0.02676438637860946
it: 350, loss: 20644.46848720287, stepsize: 0.026726124191242435
it: 351, loss: 20628.032186002798, stepsize: 0.02668802563418119
it: 352, loss: 20611.619498228287, stepsize: 0.026650089544451302
it: 353, loss: 20595.246849096497, stepsize: 0.026612314770617474
it: 354, loss: 20578.900380312534, stepsize: 0.026574700172636696
it: 355, loss: 20562.593654778695, stepsize: 0.026537244621713762
it: 356, loss: 20546.31005034946, stepsize: 0.026499947000159
it: 357, loss: 20530.065898174835, stepsize: 0.026462806201248155
it: 358, loss: 20513.844678022957, stepsize: 0.026425821129084495
it: 359, loss: 20497.65272948152, stepsize: 0.026388990698462976
it: 360, loss: 20481.50031858049, stepsize: 0.026352313834736494
it: 361, loss: 20465.360166853992, stepsize: 0.02631578947368421
it: 362, loss: 20449.25923724414, stepsize: 0.026279416561381837
it: 363, loss: 20433.187187602696, stepsize: 0.0262431940540739
it: 364, loss: 20417.145684626405, stepsize: 0.026207120918047958
it: 365, loss: 20401.132817789217, stepsize: 0.026171196129510688
it: 366, loss: 20385.15861798605, stepsize: 0.026135418674465834
it: 367, loss: 20369.20581668452, stepsize: 0.026099787548594027
it: 368, loss: 20353.280344286548, stepsize: 0.026064301757134346
it: 369, loss: 20337.376065070166, stepsize: 0.026028960314767677
it: 370, loss: 20321.501645890923, stepsize: 0.02599376224550182
it: 371, loss: 20305.67173192502, stepsize: 0.02595870658255825
it: 372, loss: 20289.863116548666, stepsize: 0.02592379236826063
it: 373, loss: 20274.082208959542, stepsize: 0.025889018653924886
it: 374, loss: 20258.322398648103, stepsize: 0.025854384499750957
it: 375, loss: 20242.606553181566, stepsize: 0.025819888974716113
it: 376, loss: 20226.911613637596, stepsize: 0.025785531156469834
it: 377, loss: 20211.243878061552, stepsize: 0.025751310131230238
it: 378, loss: 20195.605055389256, stepsize: 0.025717224993681984
it: 379, loss: 20179.993275970817, stepsize: 0.025683274846875707
it: 380, loss: 20164.410157067898, stepsize: 0.025649458802128853
it: 381, loss: 20148.853862198855, stepsize: 0.025615775978927998
it: 382, loss: 20133.317844051086, stepsize: 0.02558222550483254
it: 383, loss: 20117.824752908084, stepsize: 0.0255488065153798
it: 384, loss: 20102.35173152055, stepsize: 0.025515518153991442
it: 385, loss: 20086.90510762124, stepsize: 0.025482359571881278
it: 386, loss: 20071.486493010434, stepsize: 0.025449329927964382
it: 387, loss: 20056.09406503722, stepsize: 0.025416428388767447
it: 388, loss: 20040.7294360161, stepsize: 0.02538365412834048
it: 389, loss: 20025.39078547825, stepsize: 0.02535100632816969
it: 390, loss: 20010.087812105605, stepsize: 0.025318484177091666
it: 391, loss: 19994.794450380097, stepsize: 0.02528608687120868
it: 392, loss: 19979.53654886299, stepsize: 0.025253813613805267
it: 393, loss: 19964.304220704184, stepsize: 0.025221663615265913
it: 394, loss: 19949.099073271544, stepsize: 0.02518963609299392
it: 395, loss: 19933.919298848374, stepsize: 0.02515773027133138
it: 396, loss: 19918.76650536644, stepsize: 0.025125945381480302
it: 397, loss: 19903.63888706117, stepsize: 0.02509428066142478
it: 398, loss: 19888.530036218035, stepsize: 0.025062735355854276
it: 399, loss: 19873.45543939053, stepsize: 0.025031308716087945
it: 400, loss: 19858.404916176285, stepsize: 0.025
it: 401, loss: 19843.38842259039, stepsize: 0.024968808471946116
it: 402, loss: 19828.398287576623, stepsize: 0.024937733402690822
it: 403, loss: 19813.41686372002, stepsize: 0.024906774069335894
it: 404, loss: 19798.469577816275, stepsize: 0.02487592975524973
it: 405, loss: 19783.546712529504, stepsize: 0.024845199749997663
it: 406, loss: 19768.649853683466, stepsize: 0.024814583349273254
it: 407, loss: 19753.777229544172, stepsize: 0.02478407985483048
it: 408, loss: 19738.930426536997, stepsize: 0.02475368857441686
it: 409, loss: 19724.107674596908, stepsize: 0.024723408821707437
it: 410, loss: 19709.310560742975, stepsize: 0.02469323991623974
it: 411, loss: 19694.537316548576, stepsize: 0.0246631811833495
it: 412, loss: 19679.789529618545, stepsize: 0.02463323195410733
it: 413, loss: 19665.065433134776, stepsize: 0.024603391565256146
it: 414, loss: 19650.36661528033, stepsize: 0.024573659359149524
it: 415, loss: 19635.69131081593, stepsize: 0.0245440346836908
it: 416, loss: 19621.041108496145, stepsize: 0.024514516892273006
it: 417, loss: 19606.41424463065, stepsize: 0.024485105343719588
it: 418, loss: 19591.812308539924, stepsize: 0.024455799402225926
it: 419, loss: 19577.23353805223, stepsize: 0.024426598437301574
it: 420, loss: 19562.671704384127, stepsize: 0.024397501823713332
it: 421, loss: 19548.148493558572, stepsize: 0.024368508941428967
it: 422, loss: 19533.642057183024, stepsize: 0.024339619175561773
it: 423, loss: 19519.158449650866, stepsize: 0.024310831916315757
it: 424, loss: 19504.69925630517, stepsize: 0.024282146558931603
it: 425, loss: 19490.262724988494, stepsize: 0.024253562503633298
it: 426, loss: 19475.850441618008, stepsize: 0.02422507915557546
it: 427, loss: 19461.46065540862, stepsize: 0.024196695924791362
it: 428, loss: 19447.094952856056, stepsize: 0.02416841222614159
it: 429, loss: 19432.751584510064, stepsize: 0.02414022747926338
it: 430, loss: 19418.424403439305, stepsize: 0.024112141108520606
it: 431, loss: 19404.128294772378, stepsize: 0.0240841525429544
it: 432, loss: 19389.853617291083, stepsize: 0.024056261216234408
it: 433, loss: 19375.609824375413, stepsize: 0.024028466566610635
it: 434, loss: 19361.389541201, stepsize: 0.024000768036865964
it: 435, loss: 19347.175895608805, stepsize: 0.023973165074269207
