2019-05-19 18:19:07
sign_sgd_majority_two-point_log-reg_var-step_20_0,5_1
it: 50, loss: 28603.93665146398, stepsize: 0.07071067811865475
it: 51, loss: 28550.783955239913, stepsize: 0.07001400420140048
it: 52, loss: 28498.21847189178, stepsize: 0.06933752452815364
it: 53, loss: 28446.217632498985, stepsize: 0.06868028197434452
it: 54, loss: 28394.741027693293, stepsize: 0.06804138174397717
it: 55, loss: 28343.813739779343, stepsize: 0.06741998624632421
it: 56, loss: 28293.381907183342, stepsize: 0.0668153104781061
it: 57, loss: 28243.471162745813, stepsize: 0.06622661785325219
it: 58, loss: 28194.029581006977, stepsize: 0.06565321642986127
it: 59, loss: 28145.083245893973, stepsize: 0.06509445549041194
it: 60, loss: 28096.5819763745, stepsize: 0.06454972243679027
it: 61, loss: 28048.552226275056, stepsize: 0.06401843996644799
it: 62, loss: 28000.945391550413, stepsize: 0.06350006350009525
it: 63, loss: 27953.7882291581, stepsize: 0.0629940788348712
it: 64, loss: 27907.033565351525, stepsize: 0.0625
it: 65, loss: 27860.708404858353, stepsize: 0.062017367294604234
it: 66, loss: 27814.766875422785, stepsize: 0.06154574548966636
it: 67, loss: 27769.23618321559, stepsize: 0.06108472217815261
it: 68, loss: 27724.071644167543, stepsize: 0.06063390625908324
it: 69, loss: 27679.300626717417, stepsize: 0.0601929265428846
it: 70, loss: 27634.879535198088, stepsize: 0.05976143046671968
it: 71, loss: 27590.835866798414, stepsize: 0.05933908290969266
it: 72, loss: 27547.127026312763, stepsize: 0.05892556509887897
it: 73, loss: 27503.766722610177, stepsize: 0.058520573598065284
it: 74, loss: 27460.75485322196, stepsize: 0.05812381937190964
it: 75, loss: 27418.07756765962, stepsize: 0.05773502691896257
it: 76, loss: 27375.707979611187, stepsize: 0.057353933467640436
it: 77, loss: 27333.673629207635, stepsize: 0.05698028822981897
it: 78, loss: 27291.93467424076, stepsize: 0.05661385170722978
it: 79, loss: 27250.518688619926, stepsize: 0.0562543950463012
it: 80, loss: 27209.386568464568, stepsize: 0.05590169943749474
it: 81, loss: 27168.56590322487, stepsize: 0.05555555555555555
it: 82, loss: 27128.018279956574, stepsize: 0.05521576303742327
it: 83, loss: 27087.771287247917, stepsize: 0.05488212999484517
it: 84, loss: 27047.78716083455, stepsize: 0.0545544725589981
it: 85, loss: 27008.093473719826, stepsize: 0.05423261445466404
it: 86, loss: 26968.653072450114, stepsize: 0.053916386601719206
it: 87, loss: 26929.493501272627, stepsize: 0.05360562674188974
it: 88, loss: 26890.578183437585, stepsize: 0.053300179088902604
it: 89, loss: 26851.93462268024, stepsize: 0.052999894000318
it: 90, loss: 26813.52678811853, stepsize: 0.05270462766947299
it: 91, loss: 26775.38213246882, stepsize: 0.052414241836095915
it: 92, loss: 26737.465142789755, stepsize: 0.05212860351426869
it: 93, loss: 26699.80321132176, stepsize: 0.05184758473652126
it: 94, loss: 26662.361317793744, stepsize: 0.05157106231293967
it: 95, loss: 26625.166785347334, stepsize: 0.051298917604257706
it: 96, loss: 26588.18506358417, stepsize: 0.051031036307982884
it: 97, loss: 26551.443398559375, stepsize: 0.05076730825668096
it: 98, loss: 26514.907689256608, stepsize: 0.050507627227610534
it: 99, loss: 26478.59243579167, stepsize: 0.050251890762960605
it: 100, loss: 26442.501888688173, stepsize: 0.05
it: 101, loss: 26406.62523552725, stepsize: 0.04975185951049946
it: 102, loss: 26370.94189402662, stepsize: 0.04950737714883372
it: 103, loss: 26335.478735552668, stepsize: 0.04926646390821466
it: 104, loss: 26300.203003768023, stepsize: 0.04902903378454601
it: 105, loss: 26265.1414665954, stepsize: 0.048795003647426664
it: 106, loss: 26230.26175255844, stepsize: 0.04856429311786321
it: 107, loss: 26195.590520621456, stepsize: 0.04833682445228318
it: 108, loss: 26161.095771416076, stepsize: 0.048112522432468816
it: 109, loss: 26126.804050165792, stepsize: 0.04789131426105757
it: 110, loss: 26092.68371753501, stepsize: 0.04767312946227962
it: 111, loss: 26058.761201022404, stepsize: 0.04745789978762495
it: 112, loss: 26025.005209739888, stepsize: 0.0472455591261534
it: 113, loss: 25991.44205029396, stepsize: 0.047036043419179864
it: 114, loss: 25958.04076902988, stepsize: 0.0468292905790847
it: 115, loss: 25924.827549282032, stepsize: 0.04662524041201569
it: 116, loss: 25891.771763726338, stepsize: 0.046423834544262965
it: 117, loss: 25858.899470766115, stepsize: 0.046225016352102424
it: 118, loss: 25826.18035880069, stepsize: 0.04602873089491617
it: 119, loss: 25793.640360273585, stepsize: 0.045834924851410566
it: 120, loss: 25761.249469007227, stepsize: 0.04564354645876384
it: 121, loss: 25729.033490985254, stepsize: 0.045454545454545456
it: 122, loss: 25696.962715485246, stepsize: 0.045267873021259265
it: 123, loss: 25665.062821957334, stepsize: 0.045083481733371615
it: 124, loss: 25633.30438552798, stepsize: 0.04490132550669373
it: 125, loss: 25601.71295937119, stepsize: 0.044721359549995794
it: 126, loss: 25570.259395244535, stepsize: 0.0445435403187374
it: 127, loss: 25538.969120550133, stepsize: 0.04436782547080569
it: 128, loss: 25507.813254867215, stepsize: 0.044194173824159216
it: 129, loss: 25476.81710050642, stepsize: 0.04402254531628119
it: 130, loss: 25445.952036479426, stepsize: 0.043852900965351466
it: 131, loss: 25415.243240805183, stepsize: 0.0436852028330519
it: 132, loss: 25384.662343961383, stepsize: 0.04351941398892446
it: 133, loss: 25354.23440055114, stepsize: 0.043355498476206
it: 134, loss: 25323.93128496911, stepsize: 0.04319342127906801
it: 135, loss: 25293.777929323503, stepsize: 0.04303314829119352
it: 136, loss: 25263.746444781027, stepsize: 0.042874646285627205
it: 137, loss: 25233.85037179136, stepsize: 0.04271788288583805
it: 138, loss: 25204.095820937426, stepsize: 0.04256282653793743
it: 139, loss: 25174.473740496844, stepsize: 0.042409446483998546
it: 140, loss: 25144.967964001615, stepsize: 0.042257712736425826
it: 141, loss: 25115.603009206825, stepsize: 0.04210759605332595
it: 142, loss: 25086.351710856776, stepsize: 0.041959067914834454
it: 143, loss: 25057.23846843848, stepsize: 0.04181210050035454
it: 144, loss: 25028.23632811177, stepsize: 0.041666666666666664
it: 145, loss: 24999.36957208525, stepsize: 0.041522739926869986
it: 146, loss: 24970.61145245293, stepsize: 0.0413802944301184
it: 147, loss: 24941.98613515841, stepsize: 0.041239304942116126
it: 148, loss: 24913.46707299378, stepsize: 0.04109974682633932
it: 149, loss: 24885.078316681556, stepsize: 0.04096159602595203
it: 150, loss: 24856.793514695553, stepsize: 0.040824829046386304
it: 151, loss: 24828.62575541193, stepsize: 0.04068942293855797
it: 152, loss: 24800.581387025682, stepsize: 0.040555355282690636
it: 153, loss: 24772.6517491055, stepsize: 0.040422604172722164
it: 154, loss: 24744.821712260313, stepsize: 0.040291148201269014
it: 155, loss: 24717.11494482263, stepsize: 0.04016096644512494
it: 156, loss: 24689.505697324552, stepsize: 0.04003203845127178
it: 157, loss: 24662.017527691834, stepsize: 0.03990434422338111
it: 158, loss: 24634.624863629735, stepsize: 0.0397778642087865
it: 159, loss: 24607.351153858912, stepsize: 0.03965257928590721
it: 160, loss: 24580.17099911438, stepsize: 0.03952847075210474
it: 161, loss: 24553.1077401251, stepsize: 0.03940552031195503
it: 162, loss: 24526.136146670382, stepsize: 0.039283710065919304
it: 163, loss: 24499.27945269991, stepsize: 0.03916302249939787
it: 164, loss: 24472.512593211224, stepsize: 0.03904344047215152
it: 165, loss: 24445.85869657342, stepsize: 0.03892494720807615
it: 166, loss: 24419.29285933808, stepsize: 0.03880752628531664
it: 167, loss: 24392.82767793757, stepsize: 0.03869116162670684
it: 168, loss: 24366.469658472237, stepsize: 0.03857583749052298
it: 169, loss: 24340.200129055094, stepsize: 0.038461538461538464
it: 170, loss: 24314.03598137958, stepsize: 0.03834824944236852
it: 171, loss: 24287.968961052225, stepsize: 0.038235955645093626
it: 172, loss: 24261.985023088047, stepsize: 0.038124642583151166
it: 173, loss: 24236.106814939183, stepsize: 0.038014296063485276
it: 174, loss: 24210.310115718246, stepsize: 0.03790490217894517
it: 175, loss: 24184.61747312457, stepsize: 0.03779644730092272
it: 176, loss: 24159.004811551666, stepsize: 0.037688918072220454
it: 177, loss: 24133.484413206857, stepsize: 0.037582301400141446
it: 178, loss: 24108.062816440866, stepsize: 0.03747658444979307
it: 179, loss: 24082.731921457944, stepsize: 0.037371754637596795
it: 180, loss: 24057.47809707729, stepsize: 0.037267799624996496
it: 181, loss: 24032.323565441497, stepsize: 0.03716470731235832
it: 182, loss: 24007.244702699918, stepsize: 0.03706246583305506
it: 183, loss: 23982.26363477162, stepsize: 0.03696106354772864
it: 184, loss: 23957.356872969187, stepsize: 0.036860489038724284
it: 185, loss: 23932.546447700606, stepsize: 0.036760731104690386
it: 186, loss: 23907.80900327439, stepsize: 0.036661778755338326
it: 187, loss: 23883.15653751191, stepsize: 0.036563621206356534
it: 188, loss: 23858.59561243139, stepsize: 0.03646624787447364
it: 189, loss: 23834.11830199735, stepsize: 0.036369648372665396
it: 190, loss: 23809.71144298318, stepsize: 0.03627381250550058
it: 191, loss: 23785.38691391205, stepsize: 0.03617873026462108
it: 192, loss: 23761.14407068759, stepsize: 0.036084391824351615
it: 193, loss: 23736.98685885432, stepsize: 0.035990787537434725
it: 194, loss: 23712.91006130119, stepsize: 0.03589790793088691
it: 195, loss: 23688.903339051794, stepsize: 0.03580574370197165
it: 196, loss: 23664.975821567918, stepsize: 0.03571428571428571
it: 197, loss: 23641.131472447036, stepsize: 0.035623524993954825
it: 198, loss: 23617.365119319427, stepsize: 0.035533452725935076
it: 199, loss: 23593.676173260625, stepsize: 0.03544406025041679
it: 200, loss: 23570.051963891456, stepsize: 0.035355339059327376
it: 201, loss: 23546.51359532756, stepsize: 0.035267280792929914
it: 202, loss: 23523.03889251941, stepsize: 0.03517987723651459
it: 203, loss: 23499.648870308705, stepsize: 0.03509312031717982
it: 204, loss: 23476.321469926956, stepsize: 0.03500700210070024
it: 205, loss: 23453.077617488543, stepsize: 0.03492151478847891
it: 206, loss: 23429.895369031048, stepsize: 0.034836650714580884
it: 207, loss: 23406.795562495587, stepsize: 0.034752402342845795
it: 208, loss: 23383.75636728253, stepsize: 0.03466876226407682
it: 209, loss: 23360.798533722842, stepsize: 0.03458572319330373
it: 210, loss: 23337.900343164914, stepsize: 0.03450327796711771
it: 211, loss: 23315.08245890247, stepsize: 0.034421419541075714
it: 212, loss: 23292.321528019755, stepsize: 0.03434014098717226
it: 213, loss: 23269.62993224426, stepsize: 0.03425943549137658
it: 214, loss: 23247.006063098193, stepsize: 0.034179296351233165
it: 215, loss: 23224.455181969188, stepsize: 0.034099716973523674
it: 216, loss: 23201.971071535343, stepsize: 0.034020690871988585
it: 217, loss: 23179.554384229836, stepsize: 0.03394221166510653
it: 218, loss: 23157.192036936718, stepsize: 0.03386427307392982
it: 219, loss: 23134.905408741834, stepsize: 0.033786868919974296
it: 220, loss: 23112.672279753362, stepsize: 0.033709993123162106
it: 221, loss: 23090.504788411457, stepsize: 0.03363363969981562
it: 222, loss: 23068.408259341013, stepsize: 0.033557802760701215
it: 223, loss: 23046.367368319014, stepsize: 0.033482476509121256
it: 224, loss: 23024.39655553716, stepsize: 0.03340765523905305
it: 225, loss: 23002.48963390257, stepsize: 0.03333333333333333
it: 226, loss: 22980.63382380633, stepsize: 0.033259505261886965
it: 227, loss: 22958.85011603001, stepsize: 0.0331861655799986
it: 228, loss: 22937.11675333115, stepsize: 0.033113308926626096
it: 229, loss: 22915.454641518605, stepsize: 0.03304093002275449
it: 230, loss: 22893.84212548863, stepsize: 0.03296902366978935
it: 231, loss: 22872.300026850753, stepsize: 0.03289758474798845
it: 232, loss: 22850.8067913356, stepsize: 0.032826608214930636
it: 233, loss: 22829.383157131993, stepsize: 0.03275608910402092
it: 234, loss: 22808.007669516566, stepsize: 0.03268602252303067
it: 235, loss: 22786.700984039297, stepsize: 0.03261640365267211
it: 236, loss: 22765.441744251675, stepsize: 0.03254722774520597
it: 237, loss: 22744.250523847633, stepsize: 0.032478490123081544
it: 238, loss: 22723.10606340085, stepsize: 0.03241018617760822
it: 239, loss: 22702.02885553104, stepsize: 0.03234231136765754
it: 240, loss: 22680.99773660081, stepsize: 0.03227486121839514
it: 241, loss: 22660.03311893473, stepsize: 0.03220783132004154
it: 242, loss: 22639.10351365126, stepsize: 0.03214121732666125
it: 243, loss: 22618.24802957249, stepsize: 0.032075014954979206
it: 244, loss: 22597.43733854376, stepsize: 0.032009219983223994
it: 245, loss: 22576.679296867514, stepsize: 0.031943828249996996
it: 246, loss: 22555.965442941906, stepsize: 0.03187883565316691
it: 247, loss: 22535.32424013676, stepsize: 0.031814238148788886
it: 248, loss: 22514.716301220946, stepsize: 0.031750031750047626
it: 249, loss: 22494.18029548118, stepsize: 0.031686212526223896
it: 250, loss: 22473.676998037332, stepsize: 0.03162277660168379
it: 251, loss: 22453.244929507204, stepsize: 0.031559720154890156
it: 252, loss: 22432.85522665359, stepsize: 0.0314970394174356
it: 253, loss: 22412.515679270186, stepsize: 0.03143473067309657
it: 254, loss: 22392.217940824983, stepsize: 0.03137279025690793
it: 255, loss: 22371.99007015974, stepsize: 0.03131121455425748
it: 256, loss: 22351.79330173516, stepsize: 0.03125
it: 257, loss: 22331.665735667124, stepsize: 0.031189143077590267
it: 258, loss: 22311.57884055745, stepsize: 0.031128640318234518
it: 259, loss: 22291.54035482981, stepsize: 0.031068488300060003
it: 260, loss: 22271.552061291328, stepsize: 0.031008683647302117
it: 261, loss: 22251.6031280839, stepsize: 0.030949223029508647
it: 262, loss: 22231.704207313673, stepsize: 0.03089010316076077
it: 263, loss: 22211.8687572006, stepsize: 0.030831320798910367
it: 264, loss: 22192.072754121087, stepsize: 0.03077287274483318
it: 265, loss: 22172.334982601165, stepsize: 0.03071475584169756
it: 266, loss: 22152.625866769587, stepsize: 0.03065696697424829
it: 267, loss: 22132.982797024135, stepsize: 0.03059950306810523
it: 268, loss: 22113.367921232362, stepsize: 0.030542361089076306
it: 269, loss: 22093.818495137904, stepsize: 0.030485538042484616
it: 270, loss: 22074.306659059992, stepsize: 0.03042903097250923
it: 271, loss: 22054.843365861914, stepsize: 0.03037283696153935
it: 272, loss: 22035.433805433946, stepsize: 0.03031695312954162
it: 273, loss: 22016.056931895047, stepsize: 0.030261376633440123
it: 274, loss: 21996.71671938657, stepsize: 0.03020610466650885
it: 275, loss: 21977.432295688013, stepsize: 0.030151134457776358
it: 276, loss: 21958.184063525685, stepsize: 0.0300964632714423
it: 277, loss: 21938.999031242063, stepsize: 0.030042088406305484
it: 278, loss: 21919.84971630515, stepsize: 0.02998800719520336
it: 279, loss: 21900.743603974875, stepsize: 0.02993421700446248
it: 280, loss: 21881.67277767462, stepsize: 0.02988071523335984
it: 281, loss: 21862.664073737105, stepsize: 0.02982749931359468
it: 282, loss: 21843.680533129063, stepsize: 0.029774566708770683
it: 283, loss: 21824.758586552027, stepsize: 0.0297219149138882
it: 284, loss: 21805.87103638924, stepsize: 0.02966954145484633
it: 285, loss: 21787.025320833818, stepsize: 0.029617443887954616
it: 286, loss: 21768.22319174008, stepsize: 0.02956561979945413
it: 287, loss: 21749.46245315128, stepsize: 0.029514066805047763
it: 288, loss: 21730.73528589424, stepsize: 0.029462782549439483
it: 289, loss: 21712.06819195325, stepsize: 0.029411764705882353
it: 290, loss: 21693.434243303473, stepsize: 0.029361010975735173
it: 291, loss: 21674.8408259898, stepsize: 0.02931051908802746
it: 292, loss: 21656.280167698733, stepsize: 0.029260286799032642
it: 293, loss: 21637.778607962377, stepsize: 0.0292103118918493
it: 294, loss: 21619.299928422202, stepsize: 0.029160592175990215
it: 295, loss: 21600.879868916974, stepsize: 0.0291111254869791
it: 296, loss: 21582.482335863697, stepsize: 0.02906190968595482
it: 297, loss: 21564.142951973627, stepsize: 0.029012942659282972
it: 298, loss: 21545.82574713162, stepsize: 0.028964222318174613
it: 299, loss: 21527.558266059477, stepsize: 0.02891574659831201
it: 300, loss: 21509.328533526485, stepsize: 0.028867513459481284
it: 301, loss: 21491.148079169106, stepsize: 0.02881952088521175
it: 302, loss: 21472.989133027597, stepsize: 0.0287717668824218
it: 303, loss: 21454.886962049382, stepsize: 0.0287242494810713
it: 304, loss: 21436.805969992343, stepsize: 0.028676966733820218
it: 305, loss: 21418.781311138, stepsize: 0.028629916715693413
it: 306, loss: 21400.77750766981, stepsize: 0.028583097523751475
it: 307, loss: 21382.8296022664, stepsize: 0.02853650727676748
it: 308, loss: 21364.90223433927, stepsize: 0.028490144114909487
it: 309, loss: 21347.03033601066, stepsize: 0.028444006199428714
it: 310, loss: 21329.178662743074, stepsize: 0.02839809171235324
it: 311, loss: 21311.38203713274, stepsize: 0.028352398856187136
it: 312, loss: 21293.605329536083, stepsize: 0.02830692585361489
it: 313, loss: 21275.883254037843, stepsize: 0.028261670947211076
it: 314, loss: 21258.18079475084, stepsize: 0.028216632399155017
it: 315, loss: 21240.532558247312, stepsize: 0.02817180849095055
it: 316, loss: 21222.903641278055, stepsize: 0.0281271975231506
it: 317, loss: 21205.328543886557, stepsize: 0.02808279781508652
it: 318, loss: 21187.772474361824, stepsize: 0.028038607704602217
it: 319, loss: 21170.262094685437, stepsize: 0.027994625547792716
it: 320, loss: 21152.78590901564, stepsize: 0.02795084971874737
it: 321, loss: 21135.355031466675, stepsize: 0.02790727860929738
it: 322, loss: 21117.942617914876, stepsize: 0.02786391062876764
it: 323, loss: 21100.58284481071, stepsize: 0.027820744203732862
it: 324, loss: 21083.241258386242, stepsize: 0.027777777777777776
it: 325, loss: 21065.951932381715, stepsize: 0.027735009811261455
it: 326, loss: 21048.680520317248, stepsize: 0.027692438781085564
it: 327, loss: 21031.460994134228, stepsize: 0.02765006318046655
it: 328, loss: 21014.259113629007, stepsize: 0.027607881518711633
it: 329, loss: 20997.108749841816, stepsize: 0.027565892320998563
it: 330, loss: 20979.97576784994, stepsize: 0.027524094128159017
it: 331, loss: 20962.886335131152, stepsize: 0.027482485496465633
it: 332, loss: 20945.829220239168, stepsize: 0.027441064997422587
it: 333, loss: 20928.81530506777, stepsize: 0.02739983121755955
it: 334, loss: 20911.818261226388, stepsize: 0.027358782758229137
it: 335, loss: 20894.871653236518, stepsize: 0.027317918235407655
it: 336, loss: 20877.950467111023, stepsize: 0.02727723627949905
it: 337, loss: 20861.06177747259, stepsize: 0.027236735535142165
it: 338, loss: 20844.198247125943, stepsize: 0.02719641466102106
it: 339, loss: 20827.38446442153, stepsize: 0.027156272329678422
it: 340, loss: 20810.58680666212, stepsize: 0.02711630722733202
it: 341, loss: 20793.83855739931, stepsize: 0.027076518053694116
it: 342, loss: 20777.114914406502, stepsize: 0.02703690352179376
it: 343, loss: 20760.422916473504, stepsize: 0.02699746235780194
it: 344, loss: 20743.755274220457, stepsize: 0.026958193300859603
it: 345, loss: 20727.13638030085, stepsize: 0.026919095102908276
it: 346, loss: 20710.541569047247, stepsize: 0.026880166528523517
it: 347, loss: 20693.977854622026, stepsize: 0.02684140635475095
it: 348, loss: 20677.44662570512, stepsize: 0.02680281337094487
it: 349, loss: 20660.946223430765, stepsize: 0.02676438637860946
it: 350, loss: 20644.478031072806, stepsize: 0.026726124191242435
it: 351, loss: 20628.040399094112, stepsize: 0.02668802563418119
it: 352, loss: 20611.634705281635, stepsize: 0.026650089544451302
it: 353, loss: 20595.259309428937, stepsize: 0.026612314770617474
it: 354, loss: 20578.91558375907, stepsize: 0.026574700172636696
it: 355, loss: 20562.60189739637, stepsize: 0.026537244621713762
it: 356, loss: 20546.311063187462, stepsize: 0.026499947000159
it: 357, loss: 20530.06710881709, stepsize: 0.026462806201248155
it: 358, loss: 20513.84575595502, stepsize: 0.026425821129084495
it: 359, loss: 20497.653940026714, stepsize: 0.026388990698462976
it: 360, loss: 20481.484503599164, stepsize: 0.026352313834736494
it: 361, loss: 20465.361353890832, stepsize: 0.02631578947368421
it: 362, loss: 20449.251861416004, stepsize: 0.026279416561381837
it: 363, loss: 20433.188362928347, stepsize: 0.0262431940540739
it: 364, loss: 20417.138319708138, stepsize: 0.026207120918047958
it: 365, loss: 20401.13398149921, stepsize: 0.026171196129510688
it: 366, loss: 20385.142899603357, stepsize: 0.026135418674465834
it: 367, loss: 20369.189970860425, stepsize: 0.026099787548594027
it: 368, loss: 20353.267132923665, stepsize: 0.026064301757134346
it: 369, loss: 20337.369917504395, stepsize: 0.026028960314767677
it: 370, loss: 20321.502555169485, stepsize: 0.02599376224550182
it: 371, loss: 20305.665593041293, stepsize: 0.02595870658255825
it: 372, loss: 20289.85574901806, stepsize: 0.02592379236826063
it: 373, loss: 20274.083269088558, stepsize: 0.025889018653924886
it: 374, loss: 20258.331618864508, stepsize: 0.025854384499750957
it: 375, loss: 20242.60043929389, stepsize: 0.025819888974716113
it: 376, loss: 20226.904252176366, stepsize: 0.025785531156469834
it: 377, loss: 20211.244926733816, stepsize: 0.025751310131230238
it: 378, loss: 20195.59773481388, stepsize: 0.025717224993681984
it: 379, loss: 20179.987164863913, stepsize: 0.025683274846875707
it: 380, loss: 20164.402837199228, stepsize: 0.025649458802128853
it: 381, loss: 20148.854877879603, stepsize: 0.025615775978927998
it: 382, loss: 20133.32693393732, stepsize: 0.02558222550483254
it: 383, loss: 20117.825779213956, stepsize: 0.0255488065153798
it: 384, loss: 20102.352667112507, stepsize: 0.025515518153991442
it: 385, loss: 20086.906133886503, stepsize: 0.025482359571881278
it: 386, loss: 20071.479233414764, stepsize: 0.025449329927964382
it: 387, loss: 20056.08799909931, stepsize: 0.025416428388767447
it: 388, loss: 20040.73034687307, stepsize: 0.02538365412834048
it: 389, loss: 20025.401237197162, stepsize: 0.02535100632816969
it: 390, loss: 20010.080647571518, stepsize: 0.025318484177091666
it: 391, loss: 19994.795455229032, stepsize: 0.02528608687120868
it: 392, loss: 19979.529327075477, stepsize: 0.025253813613805267
it: 393, loss: 19964.305215145672, stepsize: 0.025221663615265913
it: 394, loss: 19949.09186107295, stepsize: 0.02518963609299392
it: 395, loss: 19933.920282958396, stepsize: 0.02515773027133138
it: 396, loss: 19918.767389115044, stepsize: 0.025125945381480302
it: 397, loss: 19903.639871103867, stepsize: 0.02509428066142478
it: 398, loss: 19888.538934529617, stepsize: 0.025062735355854276
it: 399, loss: 19873.46551031221, stepsize: 0.025031308716087945
it: 400, loss: 19858.413815047905, stepsize: 0.025
it: 401, loss: 19843.38943629299, stepsize: 0.024968808471946116
it: 402, loss: 19828.383221000076, stepsize: 0.024937733402690822
it: 403, loss: 19813.410904828685, stepsize: 0.024906774069335894
it: 404, loss: 19798.462455806955, stepsize: 0.02487592975524973
it: 405, loss: 19783.547686204252, stepsize: 0.024845199749997663
it: 406, loss: 19768.64274089473, stepsize: 0.024814583349273254
it: 407, loss: 19753.778193322887, stepsize: 0.02478407985483048
it: 408, loss: 19738.931286986823, stepsize: 0.02475368857441686
it: 409, loss: 19724.108638289064, stepsize: 0.024723408821707437
it: 410, loss: 19709.303474480177, stepsize: 0.02469323991623974
it: 411, loss: 19694.53827047873, stepsize: 0.0246631811833495
it: 412, loss: 19679.78245242229, stepsize: 0.02463323195410733
it: 413, loss: 19665.059501282805, stepsize: 0.024603391565256146
it: 414, loss: 19650.35953879039, stepsize: 0.024573659359149524
it: 415, loss: 19635.685376953355, stepsize: 0.0245440346836908
it: 416, loss: 19621.034032724176, stepsize: 0.024514516892273006
it: 417, loss: 19606.415150205903, stepsize: 0.024485105343719588
it: 418, loss: 19591.81310063745, stepsize: 0.024455799402225926
it: 419, loss: 19577.23444351366, stepsize: 0.024426598437301574
it: 420, loss: 19562.680313660785, stepsize: 0.024397501823713332
it: 421, loss: 19548.142595321366, stepsize: 0.024368508941428967
it: 422, loss: 19533.6428489531, stepsize: 0.024339619175561773
it: 423, loss: 19519.15255879051, stepsize: 0.024310831916315757
it: 424, loss: 19504.69223427168, stepsize: 0.024282146558931603
it: 425, loss: 19490.263611288156, stepsize: 0.024253562503633298
it: 426, loss: 19475.85121189314, stepsize: 0.02422507915557546
it: 427, loss: 19461.461541577217, stepsize: 0.024196695924791362
it: 428, loss: 19447.087956025418, stepsize: 0.02416841222614159
it: 429, loss: 19432.75246148743, stepsize: 0.02414022747926338
it: 430, loss: 19418.425149293555, stepsize: 0.024112141108520606
it: 431, loss: 19404.12899423812, stepsize: 0.0240841525429544
it: 432, loss: 19389.85436308402, stepsize: 0.024056261216234408
it: 433, loss: 19375.610700834837, stepsize: 0.024028466566610635
it: 434, loss: 19361.374975461626, stepsize: 0.024000768036865964
it: 435, loss: 19347.17004744309, stepsize: 0.023973165074269207
